CreateDate,05/21/2025,,,
Mode,B-Mode,,,
Point,X-Position,X-Speed,Y-Position,Y-Speed
3083,26.5,0,202.62,149.733555572961
3084,26.5,0,200.62,147.712571060293
3085,26.5,0,198.62,145.664465669278
3086,26.5,0,196.62,141.876717384815
3087,26.5,0,194.62,136.529513921135
3088,26.5,0,192.62,131.322612324383
3089,26.5,0,190.62,126.837285058669
3090,26.5,0,188.62,123.725136478872
3091,26.5,0,186.62,121.306427936587
3092,26.5,0,184.62,118.85179624567
3093,26.5,0,182.62,121.210020783262
3094,26.5,0,180.62,123.958835734258
3095,26.5,0,178.62,121.711639644656
3096,26.5,0,176.62,118.830688865259
3097,26.5,0,174.62,115.918191290124
3098,26.5,0,172.62,100.2361294179
3099,26.5,0,170.62,88.1208072123837
3100,26.5,0,168.62,80.2513442998633
3101,26.5,0,166.62,73.7691541721017
3102,26.5,0,164.62,68.2558808336704
3103,26.5,0,162.62,64.0378406665916
3104,26.5,0,160.62,61.7691972720437
3105,26.5,0,158.62,60.705404433251
3106,26.5,0,156.62,59.7685150529493
3107,26.5,0,154.62,58.8601048760198
3108,26.5,0,152.62,58.0618271910934
3109,26.5,0,150.62,57.5289830845839
3110,26.5,0,148.62,57.1843419758135
3111,26.5,0,146.62,56.8593146374832
3112,26.5,0,144.62,56.5379612316589
3113,26.5,0,142.62,56.2010767368219
3114,26.5,0,140.62,55.811516206683
3115,26.5,0,138.62,55.3861190573899
3116,26.5,0,136.62,54.9636163744054
3117,26.5,0,134.62,54.5475108577212
3118,26.5,0,132.62,54.0480487420389
3119,26.5,0,130.62,53.296012297621
3120,26.5,0,128.62,52.3784895767772
3121,26.5,0,126.62,51.4764247425789
3122,26.5,0,124.62,50.6049046718161
3123,26.5,0,122.62,49.9979962872282
3124,26.5,0,120.62,50.1055098240081
3125,26.5,0,118.62,50.7442421434857
3126,26.5,0,116.62,51.4472620136698
3127,26.5,0,114.62,52.1700350759393
3128,26.5,0,112.62,53.260615070105
3129,26.5,0,110.62,55.5062739066351
3130,26.5,0,108.62,58.8710296977311
3131,26.5,0,106.62,62.7619173000938
3132,26.5,0,104.62,67.2035130584288
3133,26.5,0,102.62,72.4867688521527
3134,26.5,0,100.62,79.2555574468954
3135,26.5,0,98.62,87.9477227858592
3136,26.5,0,96.62,98.8392397137609
3137,26.5,0,94.62,112.809681685271
3138,26.5,0,92.62,131.087101630666
3139,26.5,0,90.62,154.851741490555
3140,26.5,0,88.62,162.654267180098
3141,26.5,0,86.62,162.728354435406
3142,26.5,0,84.62,164.015798290499
3143,26.5,0,82.62,166.522542548561
3144,26.5,0,80.62,150.717595795923
3145,26.5,0,78.62,150.878731852905
3146,26.5,0,76.62,150.981357066529
3147,26.5,0,74.62,151.045085721348
3148,26.5,0,72.62,152.029820375192
3149,26.5,0,70.62,147.992649254944
3150,26.5,0,68.62,143.636976026885
3151,26.5,0,66.62,139.582782841969
3152,26.5,0,64.62,141.655261637629
3153,26.5,0,62.62,143.702272476224
3154,26.5,0,60.62,145.723317463309
3155,26.5,0,58.62,133.525831292476
3156,26.5,0,56.62,121.20957729467
3157,26.5,0,54.62,116.348121507925
3158,27.5,100,54.62,0
3159,27.5,0,56.62,118.55772644355
3160,27.5,0,58.62,121.275743883389
3161,27.5,0,60.62,131.146703088368
3162,27.5,0,62.62,143.202248497962
3163,27.5,0,64.62,141.133565458142
3164,27.5,0,66.62,139.038208310354
3165,27.5,0,68.62,139.93967079952
3166,27.5,0,70.62,144.074656399164
3167,27.5,0,72.62,148.210576156595
3168,27.5,0,74.62,149.718876720684
3169,27.5,0,76.62,149.139275493572
3170,27.5,0,78.62,148.998135078185
3171,27.5,0,80.62,147.69924330628
3172,27.5,0,82.62,147.458098039651
3173,27.5,0,84.62,163.098892261403
3174,27.5,0,86.62,160.515317567544
3175,27.5,0,88.62,160.387330934736
3176,27.5,0,90.62,140.683778692289
3177,27.5,0,92.62,120.811892767059
3178,27.5,0,94.62,105.287899698088
3179,27.5,0,96.62,93.1251090146445
3180,27.5,0,98.62,83.480073976185
3181,27.5,0,100.62,75.7219678299813
3182,27.5,0,102.62,69.7210030342417
3183,27.5,0,104.62,65.0456886414295
3184,27.5,0,106.62,61.1509158447333
3185,27.5,0,108.62,57.6981012036044
3186,27.5,0,110.62,54.727776684022
3187,27.5,0,112.62,52.7527853655101
3188,27.5,0,114.62,51.7028537433881
3189,27.5,0,116.62,51.0723514266054
3190,27.5,0,118.62,50.4610654829079
3191,27.5,0,120.62,49.9341451222497
3192,27.5,0,122.62,49.8847531637375
3193,27.5,0,124.62,50.3892249752211
3194,27.5,0,126.62,51.1843178233416
3195,27.5,0,128.62,52.0080051693692
3196,27.5,0,130.62,52.8349774374387
3197,27.5,0,132.62,53.5250188894136
3198,27.5,0,134.62,54.0390319194127
3199,27.5,0,136.62,54.4670448734749
3200,27.5,0,138.62,54.9008700501937
3201,27.5,0,140.62,55.3341622443913
3202,27.5,0,142.62,55.7233331904628
3203,27.5,0,144.62,56.0579519979366
3204,27.5,0,146.62,56.3670959393604
3205,27.5,0,148.62,56.6793598673862
3206,27.5,0,150.62,57.0159365953958
3207,27.5,0,152.62,57.4978376186863
3208,27.5,0,154.62,58.1559012418981
3209,27.5,0,156.62,58.9130087344805
3210,27.5,0,158.62,59.6909672341335
3211,27.5,0,160.62,60.6366947546653
3212,27.5,0,162.62,62.643268896441
3213,27.5,0,164.62,66.1153232703401
3214,27.5,0,166.62,70.7390861688334
3215,27.5,0,168.62,76.0669321442953
3216,27.5,0,170.62,82.5169761093348
3217,27.5,0,172.62,92.6495231188409
3218,27.5,0,174.62,110.277580183218
3219,27.5,0,176.62,118.300983223379
3220,27.5,0,178.62,120.91050845553
3221,27.5,0,180.62,118.068885560195
3222,27.5,0,182.62,115.843887769892
3223,27.5,0,184.62,118.355303110654
3224,27.5,0,186.62,120.821551862251
3225,27.5,0,188.62,123.261124907858
3226,27.5,0,190.62,127.131478294939
3227,27.5,0,192.62,132.311630328781
3228,27.5,0,194.62,137.58532323725
3229,27.5,0,196.62,143.052648447511
3230,27.5,0,198.62,145.150106713783
3231,27.5,0,200.62,147.219649696134
3232,27.5,0,202.62,149.260944169634
3233,27.5,0,204.62,156.4371382612
3234,27.5,0,206.62,160.387894872837
3235,28.5,100,206.62,0
3236,28.5,0,204.62,155.989196045007
3237,28.5,0,202.62,151.309501462901
3238,28.5,0,200.62,146.736588551644
3239,28.5,0,198.62,144.645823219992
3240,28.5,0,196.62,142.525935556099
3241,28.5,0,194.62,138.678055618892
3242,28.5,0,192.62,133.286863357742
3243,28.5,0,190.62,128.039254394386
3244,28.5,0,188.62,123.50932856257
3245,28.5,0,186.62,120.337178009178
3246,28.5,0,184.62,117.8483976996
3247,28.5,0,182.62,115.323278590688
3248,28.5,0,180.62,112.753871672555
3249,28.5,0,178.62,115.062753123278
3250,28.5,0,176.62,117.785993578038
3251,28.5,0,174.62,100.669479143279
3252,28.5,0,172.62,86.1022031438976
3253,28.5,0,170.62,77.5894839922498
3254,28.5,0,168.62,72.2972567264008
3255,28.5,0,166.62,67.9481172565291
3256,28.5,0,164.62,64.1105380938878
3257,28.5,0,162.62,61.2386189633143
3258,28.5,0,160.62,59.5215220558757
3259,28.5,0,158.62,58.7098769394712
3260,28.5,0,156.62,58.0816476655146
3261,28.5,0,154.62,57.4685674144021
3262,28.5,0,152.62,56.9296036335488
3263,28.5,0,150.62,56.505684191707
3264,28.5,0,148.62,56.1832184563975
3265,28.5,0,146.62,55.8833261608285
3266,28.5,0,144.62,55.5855210630238
3267,28.5,0,142.62,55.2544002860878
3268,28.5,0,140.62,54.864675017616
3269,28.5,0,138.62,54.4240499255233
3270,28.5,0,136.62,53.9793656343626
3271,28.5,0,134.62,53.5394449203981
3272,28.5,0,132.62,53.0265145548778
3273,28.5,0,130.62,52.3874452498959
3274,28.5,0,128.62,51.6427249843664
3275,28.5,0,126.62,50.8955073643101
3276,28.5,0,124.62,50.177577293435
3277,28.5,0,122.62,49.73777903115
3278,28.5,0,120.62,49.7516283264629
3279,28.5,0,118.62,50.1810318000851
3280,28.5,0,116.62,50.7028654653812
3281,28.5,0,114.62,51.2476498851025
3282,28.5,0,112.62,52.2101178737003
3283,28.5,0,110.62,53.9550932416816
3284,28.5,0,108.62,56.5709978447207
3285,28.5,0,106.62,59.6205484739957
3286,28.5,0,104.62,63.0260948897435
3287,28.5,0,102.62,67.1570997179023
3288,28.5,0,100.62,72.4952410797306
3289,28.5,0,98.62,79.4443854679622
3290,28.5,0,96.62,88.0355643909008
3291,28.5,0,94.62,98.7047447187469
3292,28.5,0,92.62,112.061962884785
3293,28.5,0,90.62,128.902693350032
3294,28.5,0,88.62,150.88198326153
3295,28.5,0,86.62,159.557219343729
3296,28.5,0,84.62,145.186684138224
3297,28.5,0,82.62,145.523769656663
3298,28.5,0,80.62,145.798645629549
3299,28.5,0,78.62,147.133567034025
3300,28.5,0,76.62,147.313288610635
3301,28.5,0,74.62,148.402454180407
3302,28.5,0,72.62,144.501675584711
3303,28.5,0,70.62,140.282048733177
3304,28.5,0,68.62,136.358557374882
3305,28.5,0,66.62,138.503990104533
3306,28.5,0,64.62,140.622025332829
3307,28.5,0,62.62,142.712170560522
3308,28.5,0,60.62,118.988459272074
3309,28.5,0,58.62,118.574775646889
3310,28.5,0,56.62,115.972137690892
3311,28.5,0,54.62,115.597597434442
3312,29.5,100,54.62,0
3313,29.5,0,56.62,113.459381044731
3314,29.5,0,58.62,115.95082078354
3315,29.5,0,60.62,118.56617360805
3316,29.5,0,62.62,128.258529169084
3317,29.5,0,64.62,140.121026583282
3318,29.5,0,66.62,137.980542370683
3319,29.5,0,68.62,135.811356521191
3320,29.5,0,70.62,136.608965212805
3321,29.5,0,72.62,140.605377646734
3322,29.5,0,74.62,144.59927732867
3323,29.5,0,76.62,145.981333809731
3324,29.5,0,78.62,144.178001692717
3325,29.5,0,80.62,143.914996134771
3326,29.5,0,82.62,143.60610779325
3327,29.5,0,84.62,143.23218160821
3328,29.5,0,86.62,142.793924108988
3329,29.5,0,88.62,137.436529872806
3330,29.5,0,90.62,118.957985089677
3331,29.5,0,92.62,104.517599738753
3332,29.5,0,94.62,92.898604402988
3333,29.5,0,96.62,83.4735065222894
3334,29.5,0,98.62,75.7808992070388
3335,29.5,0,100.62,69.5224672029775
3336,29.5,0,102.62,64.7601272029982
3337,29.5,0,104.62,61.1264459501382
3338,29.5,0,106.62,58.1649091295292
3339,29.5,0,108.62,55.487085563235
3340,29.5,0,110.62,53.1805393495987
3341,29.5,0,112.62,51.6415763228193
3342,29.5,0,114.62,50.7950637100424
3343,29.5,0,116.62,50.3386872413014
3344,29.5,0,118.62,49.9040890579319
3345,29.5,0,120.62,49.5547039164698
3346,29.5,0,122.62,49.5655030769618
3347,29.5,0,124.62,49.963687266325
3348,29.5,0,126.62,50.6099378771809
3349,29.5,0,128.62,51.2825401304146
3350,29.5,0,130.62,51.9530832913164
3351,29.5,0,132.62,52.5467178418696
3352,29.5,0,134.62,53.050507186835
3353,29.5,0,136.62,53.5003419219261
3354,29.5,0,138.62,53.9554409570269
3355,29.5,0,140.62,54.404275652908
3356,29.5,0,142.62,54.7953640929031
3357,29.5,0,144.62,55.1212569221154
3358,29.5,0,146.62,55.407789614831
3359,29.5,0,148.62,55.6956875969279
3360,29.5,0,150.62,55.9991226998741
3361,29.5,0,152.62,56.3636653257667
3362,29.5,0,154.62,56.7958874999995
3363,29.5,0,156.62,57.2734238805896
3364,29.5,0,158.62,57.7605158527998
3365,29.5,0,160.62,58.4161017564355
3366,29.5,0,162.62,59.84277058216
3367,29.5,0,164.62,62.2153870473459
3368,29.5,0,166.62,65.3690210936971
3369,29.5,0,168.62,68.8835697000524
3370,29.5,0,170.62,73.1850699591421
3371,29.5,0,172.62,80.3503529270657
3372,29.5,0,174.62,92.5971747916361
3373,29.5,0,176.62,107.137292820159
3374,29.5,0,178.62,109.788364295907
3375,29.5,0,180.62,112.232225149794
3376,29.5,0,182.62,114.816142533064
3377,29.5,0,184.62,117.501179385284
3378,29.5,0,186.62,119.865879881809
3379,29.5,0,188.62,123.788421057294
3380,29.5,0,190.62,129.007817245219
3381,29.5,0,192.62,134.324567777687
3382,29.5,0,194.62,139.837801583352
3383,29.5,0,196.62,142.009910425499
3384,29.5,0,198.62,144.151992512949
3385,29.5,0,200.62,146.263738721998
3386,29.5,0,202.62,153.480797834424
3387,29.5,0,204.62,157.491826312297
3388,29.5,0,206.62,163.64321605789
3389,30.5,100,206.62,0
3390,30.5,0,204.62,159.074426720813
3391,30.5,0,202.62,153.033679181979
3392,30.5,0,200.62,149.045746642994
3393,30.5,0,198.62,143.668993155522
3394,30.5,0,196.62,141.50498069366
3395,30.5,0,194.62,139.309640276335
3396,30.5,0,192.62,135.399234044415
3397,30.5,0,190.62,129.96312728152
3398,30.5,0,188.62,124.673913480748
3399,30.5,0,186.62,120.097901313557
3400,30.5,0,184.62,116.86278892937
3401,30.5,0,182.62,114.300041883516
3402,30.5,0,180.62,111.700423517363
3403,30.5,0,178.62,109.056471134344
3404,30.5,0,176.62,102.031754012501
3405,30.5,0,174.62,85.7009134974547
3406,30.5,0,172.62,75.2202869075138
3407,30.5,0,170.62,69.198799730109
3408,30.5,0,168.62,65.7777182001483
3409,30.5,0,166.62,62.9785538783207
3410,30.5,0,164.62,60.4206861092714
3411,30.5,0,162.62,58.471382518457
3412,30.5,0,160.62,57.3265202782178
3413,30.5,0,158.62,56.841369247664
3414,30.5,0,156.62,56.4873847488292
3415,30.5,0,154.62,56.138159672749
3416,30.5,0,152.62,55.8059630941136
3417,30.5,0,150.62,55.4996282924244
3418,30.5,0,148.62,55.2165450627163
3419,30.5,0,146.62,54.9402778938821
3420,30.5,0,144.62,54.6653880497748
3421,30.5,0,142.62,54.3472188288407
3422,30.5,0,140.62,53.9537420217083
3423,30.5,0,138.62,53.4948328531189
3424,30.5,0,136.62,53.0297453304467
3425,30.5,0,134.62,52.5714429838689
3426,30.5,0,132.62,52.0803125270789
3427,30.5,0,130.62,51.52900809135
3428,30.5,0,128.62,50.9273447329922
3429,30.5,0,126.62,50.3275551120591
3430,30.5,0,124.62,49.7476841649128
3431,30.5,0,122.62,49.3760338107391
3432,30.5,0,120.62,49.3470417422536
3433,30.5,0,118.62,49.6301863618022
3434,30.5,0,116.62,49.9797031999788
3435,30.5,0,114.62,50.3442593823896
3436,30.5,0,112.62,51.0553702532545
3437,30.5,0,110.62,52.4068526266723
3438,30.5,0,108.62,54.443928382447
3439,30.5,0,106.62,56.7786547934217
3440,30.5,0,104.62,59.3329070626684
3441,30.5,0,102.62,62.5018949962485
3442,30.5,0,100.62,66.7637565132784
3443,30.5,0,98.62,72.4403939418929
3444,30.5,0,96.62,79.3609714705433
3445,30.5,0,94.62,87.7399326224647
3446,30.5,0,92.62,97.9412477865194
3447,30.5,0,90.62,110.450739584152
3448,30.5,0,88.62,126.191320344919
3449,30.5,0,86.62,141.886857323707
3450,30.5,0,84.62,142.377518510694
3451,30.5,0,82.62,142.800133712823
3452,30.5,0,80.62,143.154266132155
3453,30.5,0,78.62,143.459295104232
3454,30.5,0,76.62,144.660492100412
3455,30.5,0,74.62,140.908288713661
3456,30.5,0,72.62,136.836096742193
3457,30.5,0,70.62,133.053368429298
3458,30.5,0,68.62,135.275593026938
3459,30.5,0,66.62,137.468281572023
3460,30.5,0,64.62,128.495514110287
3461,30.5,0,62.62,116.228433996947
3462,30.5,0,60.62,115.895522292308
3463,30.5,0,58.62,113.395358666629
3464,30.5,0,56.62,113.092531758167
3465,30.5,0,54.62,114.881736731618
3466,31.5,100,54.62,0
3467,31.5,0,56.62,112.735021044358
3468,31.5,0,58.62,110.912864561221
3469,31.5,0,60.62,113.302108344123
3470,31.5,0,62.62,115.809685991443
3471,31.5,0,64.62,116.116405848858
3472,31.5,0,66.62,136.967625745149
3473,31.5,0,68.62,134.75171789444
3474,31.5,0,70.62,132.504863626211
3475,31.5,0,72.62,133.191645290323
3476,31.5,0,74.62,137.038431644995
3477,31.5,0,76.62,140.87809712445
3478,31.5,0,78.62,142.123441895792
3479,31.5,0,80.62,141.306941614499
3480,31.5,0,82.62,140.909568353057
3481,31.5,0,84.62,140.45038072653
3482,31.5,0,86.62,134.259168858092
3483,31.5,0,88.62,116.647123165095
3484,31.5,0,90.62,103.086297459696
3485,31.5,0,92.62,92.1532635673721
3486,31.5,0,94.62,83.12500161929
3487,31.5,0,96.62,75.6346382438344
3488,31.5,0,98.62,69.3819609048858
3489,31.5,0,100.62,64.1906457341735
3490,31.5,0,102.62,60.3588930244402
3491,31.5,0,104.62,57.6365066320948
3492,31.5,0,106.62,55.456939954867
3493,31.5,0,108.62,53.4392701307635
3494,31.5,0,110.62,51.6407498797597
3495,31.5,0,112.62,50.4584715189812
3496,31.5,0,114.62,49.8981652772265
3497,31.5,0,116.62,49.625803003285
3498,31.5,0,118.62,49.3592739283085
3499,31.5,0,120.62,49.1347204025476
3500,31.5,0,122.62,49.1768793377879
3501,31.5,0,124.62,49.5320986125666
3502,31.5,0,126.62,50.0483060231002
3503,31.5,0,128.62,50.5770358306516
3504,31.5,0,130.62,51.1118832399289
3505,31.5,0,132.62,51.6224484424256
3506,31.5,0,134.62,52.1008991347221
3507,31.5,0,136.62,52.5673554204894
3508,31.5,0,138.62,53.0420224423197
3509,31.5,0,140.62,53.5133508526073
3510,31.5,0,142.62,53.9109611284438
3511,31.5,0,144.62,54.2176861551354
3512,31.5,0,146.62,54.4805895655235
3513,31.5,0,148.62,54.7455762094061
3514,31.5,0,150.62,55.0107180831851
3515,31.5,0,152.62,55.2619116628562
3516,31.5,0,154.62,55.4960054350174
3517,31.5,0,156.62,55.7226292282013
3518,31.5,0,158.62,55.9510173031088
3519,31.5,0,160.62,56.2627599482881
3520,31.5,0,162.62,57.1366783843468
3521,31.5,0,164.62,58.7232677915571
3522,31.5,0,166.62,60.7567518536177
3523,31.5,0,168.62,62.9398592296649
3524,31.5,0,170.62,65.5611444247742
3525,31.5,0,172.62,70.5835294727145
3526,31.5,0,174.62,79.7386007254431
3527,31.5,0,176.62,93.725607373933
3528,31.5,0,178.62,108.522869222052
3529,31.5,0,180.62,111.183520155359
3530,31.5,0,182.62,113.798550491507
3531,31.5,0,184.62,116.385265930817
3532,31.5,0,186.62,120.3622232452
3533,31.5,0,188.62,125.621764164433
3534,31.5,0,190.62,130.982542277927
3535,31.5,0,192.62,136.542629992457
3536,31.5,0,194.62,138.793272636752
3537,31.5,0,196.62,141.01155526888
3538,31.5,0,198.62,143.907880754549
3539,31.5,0,200.62,150.454871022785
3540,31.5,0,202.62,154.528187000208
3541,31.5,0,204.62,160.734702874401
3542,31.5,0,206.62,167.787539913315
3543,32.5,100,206.62,0
3544,32.5,0,204.62,162.484356406799
3545,32.5,0,202.62,156.104590762364
3546,32.5,0,200.62,150.009956657558
3547,32.5,0,198.62,145.958450054413
3548,32.5,0,196.62,140.530043556998
3549,32.5,0,194.62,138.289141183859
3550,32.5,0,192.62,136.014476519524
3551,32.5,0,190.62,132.039012916123
3552,32.5,0,188.62,126.557004353648
3553,32.5,0,186.62,121.225211685627
3554,32.5,0,184.62,116.601496770969
3555,32.5,0,182.62,113.300228780652
3556,32.5,0,180.62,110.659308032028
3557,32.5,0,178.62,103.473181645438
3558,32.5,0,176.62,86.670020544357
3559,32.5,0,174.62,74.5618180118773
3560,32.5,0,172.62,66.3454921893203
3561,32.5,0,170.62,62.242228941179
3562,32.5,0,168.62,60.3367412281696
3563,32.5,0,166.62,58.6863724452058
3564,32.5,0,164.62,57.1238837753588
3565,32.5,0,162.62,55.8487965383185
3566,32.5,0,160.62,55.2378514166031
3567,32.5,0,158.62,55.0881277854068
3568,32.5,0,156.62,54.9783044199826
3569,32.5,0,154.62,54.8689180697499
3570,32.5,0,152.62,54.7365882094038
3571,32.5,0,150.62,54.5345272528737
3572,32.5,0,148.62,54.2825736539314
3573,32.5,0,146.62,54.0285298829435
3574,32.5,0,144.62,53.7768528974522
3575,32.5,0,142.62,53.4875469383392
3576,32.5,0,140.62,53.0821736077532
3577,32.5,0,138.62,52.5968133744421
3578,32.5,0,136.62,52.1129593745971
3579,32.5,0,134.62,51.6379264655463
3580,32.5,0,132.62,51.1685358062964
3581,32.5,0,130.62,50.6988953451945
3582,32.5,0,128.62,50.2315132755154
3583,32.5,0,126.62,49.772138735291
3584,32.5,0,124.62,49.3210901478089
3585,32.5,0,122.62,48.9754158260198
3586,32.5,0,120.62,48.9255606736326
3587,32.5,0,118.62,49.0913030551569
3588,32.5,0,116.62,49.2768794162822
3589,32.5,0,114.62,49.4638641435901
3590,32.5,0,112.62,49.8573388253986
3591,32.5,0,110.62,50.8934061271741
3592,32.5,0,108.62,52.4710181524927
3593,32.5,0,106.62,54.1953600216673
3594,32.5,0,104.62,56.0368861125311
3595,32.5,0,102.62,58.3117484992278
3596,32.5,0,100.62,61.7897822348158
3597,32.5,0,98.62,66.5713201321073
3598,32.5,0,96.62,72.2425452326932
3599,32.5,0,94.62,78.9700180821495
3600,32.5,0,92.62,87.0152022130604
3601,32.5,0,90.62,96.6428818658118
3602,32.5,0,88.62,108.445120002998
3603,32.5,0,86.62,123.507561681639
3604,32.5,0,84.62,138.542397720572
3605,32.5,0,82.62,139.038266049601
3606,32.5,0,80.62,139.478749020596
3607,32.5,0,78.62,140.800220242628
3608,32.5,0,76.62,137.209734476612
3609,32.5,0,74.62,133.297180727836
3610,32.5,0,72.62,129.665926855936
3611,32.5,0,70.62,131.969010935073
3612,32.5,0,68.62,134.240183768668
3613,32.5,0,66.62,125.456605577938
3614,32.5,0,64.62,113.420612253057
3615,32.5,0,62.62,113.172266548114
3616,32.5,0,60.62,110.779462354681
3617,32.5,0,58.62,110.551371200575
3618,32.5,0,56.62,112.387078764147
3619,32.5,0,54.62,114.202273189221
3620,33.5,100,54.62,0
3621,33.5,0,56.62,112.048932761609
3622,33.5,0,58.62,110.199949642594
3623,33.5,0,60.62,108.329872988719
3624,33.5,0,62.62,110.612259313515
3625,33.5,0,64.62,113.006795335212
3626,33.5,0,66.62,113.225400587457
3627,33.5,0,68.62,125.536614494783
3628,33.5,0,70.62,131.446301483105
3629,33.5,0,72.62,129.117722699404
3630,33.5,0,74.62,129.686277307381
3631,33.5,0,76.62,133.371643329749
3632,33.5,0,78.62,137.043952269756
3633,33.5,0,80.62,138.141268398438
3634,33.5,0,82.62,137.19238903519
3635,33.5,0,84.62,131.225804219901
3636,33.5,0,86.62,114.381380351865
3637,33.5,0,88.62,101.331784908783
3638,33.5,0,90.62,90.9547031399743
3639,33.5,0,92.62,82.4180402130117
3640,33.5,0,94.62,75.2101675508923
3641,33.5,0,96.62,69.16336639767
3642,33.5,0,98.62,63.9881720491364
3643,33.5,0,100.62,59.5487269439411
3644,33.5,0,102.62,56.3496934097965
3645,33.5,0,104.62,54.5270496271159
3646,33.5,0,106.62,53.0024900838778
3647,33.5,0,108.62,51.5413789198481
3648,33.5,0,110.62,50.1698258326503
3649,33.5,0,112.62,49.2610088349378
3650,33.5,0,114.62,49.0399522995157
3651,33.5,0,116.62,48.9366866369829
3652,33.5,0,118.62,48.8277175797308
3653,33.5,0,120.62,48.7231702892081
3654,33.5,0,122.62,48.7801617498542
3655,33.5,0,124.62,49.1134736082016
3656,33.5,0,126.62,49.5025274041987
3657,33.5,0,128.62,49.8921911313341
3658,33.5,0,130.62,50.2890005295601
3659,33.5,0,132.62,50.7143797591394
3660,33.5,0,134.62,51.1829709361584
3661,33.5,0,136.62,51.6710698633513
3662,33.5,0,138.62,52.1610255753757
3663,33.5,0,140.62,52.6593819598469
3664,33.5,0,142.62,53.0771698499877
3665,33.5,0,144.62,53.3427457304238
3666,33.5,0,146.62,53.5883831729703
3667,33.5,0,148.62,53.8290277399889
3668,33.5,0,150.62,54.0713398303193
3669,33.5,0,152.62,54.2341191859889
3670,33.5,0,154.62,54.2558454195137
3671,33.5,0,156.62,54.2611496684642
3672,33.5,0,158.62,54.2550379435313
3673,33.5,0,160.62,54.2564194085417
3674,33.5,0,162.62,54.6189491835215
3675,33.5,0,164.62,55.6125180719431
3676,33.5,0,166.62,56.7753088085496
3677,33.5,0,168.62,57.951177567812
3678,33.5,0,170.62,59.2144220081633
3679,33.5,0,172.62,62.4521879534226
3680,33.5,0,174.62,70.0273227086042
3681,33.5,0,176.62,80.6435900989643
3682,33.5,0,178.62,94.9580203460804
3683,33.5,0,180.62,110.151288562489
3684,33.5,0,182.62,112.817837562771
3685,33.5,0,184.62,116.851622168037
3686,33.5,0,186.62,122.152294945442
3687,33.5,0,188.62,127.55814251653
3688,33.5,0,190.62,133.166082464094
3689,33.5,0,192.62,135.499356905433
3690,33.5,0,194.62,137.797688840179
3691,33.5,0,196.62,139.763313466113
3692,33.5,0,198.62,147.358811220602
3693,33.5,0,200.62,151.496493816423
3694,33.5,0,202.62,157.758859985813
3695,33.5,0,204.62,164.869526170574
3696,33.5,0,206.62,169.931935326903
3697,34.5,100,206.62,0
3698,34.5,0,204.62,167.396585351886
3699,34.5,0,202.62,159.504691080415
3700,34.5,0,200.62,153.06697380921
3701,34.5,0,198.62,148.826768298972
3702,34.5,0,196.62,142.80046310465
3703,34.5,0,194.62,136.347356253106
3704,34.5,0,192.62,134.997751273373
3705,34.5,0,190.62,132.639691991753
3706,34.5,0,188.62,128.59650429315
3707,34.5,0,186.62,123.067544329282
3708,34.5,0,184.62,117.692117608198
3709,34.5,0,182.62,113.018945125427
3710,34.5,0,180.62,105.129680668928
3711,34.5,0,178.62,88.3688301073645
3712,34.5,0,176.62,76.0659712487771
3713,34.5,0,174.62,66.4155787779167
3714,34.5,0,172.62,58.9668524043271
3715,34.5,0,170.62,56.6592593069305
3716,34.5,0,168.62,56.1344442615764
3717,34.5,0,166.62,55.3361667429972
3718,34.5,0,164.62,54.3673429663035
3719,34.5,0,162.62,53.4727553296301
3720,34.5,0,160.62,53.3762588518829
3721,34.5,0,158.62,53.5825812399477
3722,34.5,0,156.62,53.682072385802
3723,34.5,0,154.62,53.7170387464928
3724,34.5,0,152.62,53.7534041806818
3725,34.5,0,150.62,53.6302564128406
3726,34.5,0,148.62,53.4432879719884
3727,34.5,0,146.62,53.2282045228118
3728,34.5,0,144.62,52.9679389574264
3729,34.5,0,142.62,52.676952554359
3730,34.5,0,140.62,52.261266233933
3731,34.5,0,138.62,51.8063063061104
3732,34.5,0,136.62,51.3129204516061
3733,34.5,0,134.62,50.7835388730426
3734,34.5,0,132.62,50.2605453438853
3735,34.5,0,130.62,49.9008523568716
3736,34.5,0,128.62,49.6131224216092
3737,34.5,0,126.62,49.2931735005976
3738,34.5,0,124.62,48.9432317675114
3739,34.5,0,122.62,48.604703039439
3740,34.5,0,120.62,48.5486107419787
3741,34.5,0,118.62,48.6204969092389
3742,34.5,0,116.62,48.6641956483815
3743,34.5,0,114.62,48.6675954805707
3744,34.5,0,112.62,48.6951120806136
3745,34.5,0,110.62,49.5192315898302
3746,34.5,0,108.62,50.7839575027855
3747,34.5,0,106.62,52.0627519970399
3748,34.5,0,104.62,53.2626738944645
3749,34.5,0,102.62,54.5048596390329
3750,34.5,0,100.62,57.5784028207046
3751,34.5,0,98.62,61.903058634587
3752,34.5,0,96.62,66.6643023804678
3753,34.5,0,94.62,72.0024174982764
3754,34.5,0,92.62,78.2797575764042
3755,34.5,0,90.62,85.979503279573
3756,34.5,0,88.62,95.4759388545544
3757,34.5,0,86.62,107.025609436657
3758,34.5,0,84.62,121.328354988684
3759,34.5,0,82.62,135.36748123922
3760,34.5,0,80.62,136.818162802885
3761,34.5,0,78.62,133.403555014317
3762,34.5,0,76.62,129.663694286504
3763,34.5,0,74.62,126.195294983376
3764,34.5,0,72.62,128.583538191655
