# 迭代步,旋转角度(度),总误差
1104,20.247712,1.769513
1105,-45.943806,0.074112
1106,-36.259427,0.204530
1107,-58.930909,0.284057
1108,19.365211,0.242447
1109,-47.207015,0.086748
1110,-46.046098,0.156362
1111,30.241240,2.257940
1112,-50.394496,0.091452
1113,48.690293,0.102221
1114,-36.260556,0.055874
1115,41.030892,0.084584
1116,-41.553951,0.103161
1117,-40.849878,0.074965
1118,-25.220267,0.860487
1119,-44.600107,0.181695
1120,2.741974,0.936620
1121,-12.257439,0.075074
1122,27.217425,6.020461
1123,-30.415865,0.997545
1124,-8.862182,4.361737
1125,-41.895134,0.043028
1126,-42.451122,0.068031
1127,59.510306,0.193259
1128,-3.562737,7.769412
1129,2.267641,0.568207
1130,-31.012635,0.230834
1131,19.276896,0.077690
1132,-20.014470,7.949726
1133,8.013388,3.426037
1134,-30.493075,10.693172
1135,22.435315,1.744570
1136,-42.382740,7.104187
1137,-48.439458,0.101993
1138,-49.498626,0.417754
1139,1.970155,0.266187
1140,-57.366549,0.090495
1141,-29.459856,0.107368
1142,-18.135296,0.074492
1143,-17.415505,0.064791
1144,33.949047,2.415092
1145,15.706420,0.460878
1146,-46.704972,2.600268
1147,-47.437217,5.897572
1148,22.552764,0.103094
1149,32.325368,0.902554
1150,-33.340554,0.041818
1151,-39.470998,0.104539
1152,-40.207918,0.761724
1153,-57.741512,1.441509
1154,-39.168587,0.093511
1155,-48.912625,0.078100
1156,4.100376,0.091117
1157,16.837684,0.143765
1158,51.054538,0.054234
1159,31.969160,0.263280
1160,-10.609628,0.111773
1161,-54.381436,0.080154
1162,-41.306100,0.204873
1163,-36.450115,0.414720
1164,14.589565,0.070167
1165,-56.285305,0.104764
1166,-22.548624,0.116888
1167,-57.621235,0.052468
1168,2.967850,5.659477
1169,-19.746044,4.962974
1170,0.687044,0.056502
1171,-51.226135,0.637982
1172,-14.183332,0.089602
1173,-52.053429,0.103944
1174,-12.721698,0.109330
1175,29.987675,0.052429
1176,19.863575,0.728037
1177,-50.678852,0.058403
1178,-7.221394,0.080695
1179,8.056257,0.068933
1180,-46.762232,0.031810
1181,-16.565425,0.052812
1182,-23.632290,0.040909
1183,-39.832319,3.473776
1184,-39.861879,1.690303
1185,-39.040910,0.278562
1186,56.866484,0.612097
1187,36.894439,0.518485
1188,-3.682889,0.105173
1189,-11.295571,0.098805
1190,12.894048,0.078356
1191,-28.180718,1.787044
1192,-34.315136,4.516809
1193,26.484773,0.052685
1194,-54.848955,0.076161
1195,-7.182658,0.194643
1196,-37.804419,0.078062
1197,-40.476734,0.080556
1198,-53.778715,0.089288
1199,-3.548886,0.105469
1200,20.247712,1.375357
1201,-45.943806,0.044503
1202,-48.790280,0.081701
1203,-58.930909,0.246812
1204,-28.048542,0.110092
1205,11.144301,0.179112
1206,-33.296557,0.144238
1207,20.261093,4.179253
1208,-36.793785,0.866322
1209,-24.371914,1.212810
1210,-21.368106,1.230333
1211,41.030892,0.074062
1212,-46.472944,0.304556
1213,5.009392,1.303951
1214,-26.724346,0.057741
1215,-43.284434,0.077290
1216,-52.110395,0.097471
1217,-12.257439,0.359491
1218,-6.915650,0.171273
1219,-34.150776,0.686542
1220,-25.215421,0.075074
1221,-44.971841,0.062886
1222,-4.521021,0.076843
1223,59.510306,0.058035
1224,-46.235345,0.089444
1225,14.178715,0.128037
1226,-31.012635,3.296448
1227,19.276896,0.131204
1228,-39.273490,0.086858
1229,9.249647,0.116198
1230,-55.669998,2.304289
1231,-49.557375,0.285746
1232,-58.466994,0.041722
1233,14.257949,0.066843
1234,-39.333009,0.331007
1235,-31.054892,0.817185
1236,17.784350,0.081618
1237,-53.480971,6.075691
1238,-19.571860,0.067498
1239,-2.443692,0.143219
1240,33.949047,0.481271
1241,19.272804,0.076066
1242,-46.704972,0.072334
1243,-55.289809,4.304660
1244,47.236230,0.100281
1245,15.513275,0.079470
1246,-33.340554,0.072464
1247,59.283114,0.082276
1248,-45.158035,0.080601
1249,-23.747116,0.087333
1250,-15.332496,0.103038
1251,-48.107589,0.048357
1252,-56.718684,0.083570
1253,-46.716543,0.181283
1254,-34.214486,0.071272
1255,-40.953843,2.219474
1256,49.437029,0.056479
1257,-37.728563,0.279570
1258,-36.941164,34.408949
1259,51.589896,0.542089
1260,-31.158328,0.053484
1261,0.346617,0.554437
1262,-52.892027,0.063137
1263,-25.283842,0.079915
1264,-27.304983,0.105501
1265,-37.623255,1.199313
1266,-47.631028,0.102839
1267,-16.839780,0.064895
1268,-34.273725,4.438990
1269,0.702993,0.164141
1270,-31.998349,1.729597
1271,0.450948,0.081168
1272,-48.181907,0.073891
1273,-50.678852,1.769307
1274,-46.677562,3.858094
1275,8.056257,0.064598
1276,-49.210882,0.110612
1277,-40.600224,0.054047
1278,-33.202233,2.357515
1279,-30.935713,0.114862
1280,-36.211751,2.086175
1281,-43.026843,0.453428
1282,1.996953,6.621935
1283,19.089867,0.097591
1284,-36.741381,1.085253
1285,-11.295571,0.076504
1286,-39.446704,0.075413
1287,-8.927580,1.133064
1288,-2.681296,0.159851
1289,26.484773,0.062672
1290,44.870957,3.797682
1291,-29.852079,0.061718
1292,45.675636,0.066610
1293,-40.476734,0.098700
1294,-3.097051,0.313350
1295,-38.553892,0.064518
1296,-4.152630,3.653129
1297,-45.943806,0.038902
1298,-33.335890,0.088087
1299,-53.592663,0.068527
1300,-28.048542,0.157624
1301,-20.251087,0.154095
1302,5.012218,0.133647
1303,8.941495,0.090518
1304,6.644409,0.143091
1305,-47.597813,0.263604
1306,-36.260556,0.079029
1307,-3.811705,0.372116
1308,-23.491323,2.073431
1309,-40.849878,0.037653
1310,-2.670593,0.171934
1311,-44.735058,0.076705
1312,-41.756641,1.399677
1313,-51.810289,0.041187
1314,-41.756168,1.123465
1315,-13.398560,0.067543
1316,-25.215421,0.234890
1317,-12.293521,0.057821
1318,-37.378077,0.106899
1319,-21.216512,0.809564
1320,18.517244,3.095518
1321,14.178715,0.083183
1322,-15.225447,0.066882
1323,-42.782132,0.102928
1324,-48.676213,0.376955
1325,0.252954,0.062422
1326,-38.071283,0.330123
1327,-39.023997,0.110237
1328,-42.053101,0.058883
1329,45.541995,0.069991
1330,-45.898609,0.056159
1331,-48.893922,0.048137
1332,-3.051638,0.085837
1333,-9.163323,0.097040
1334,-46.109395,0.077196
1335,-16.076949,0.054052
1336,50.905829,0.066227
1337,-2.901829,0.223081
1338,-46.704972,0.067006
1339,-57.276981,0.123384
1340,-38.167825,0.501636
1341,-39.407436,0.061078
1342,-33.340554,2.085223
1343,59.283114,1.314638
1344,10.336475,0.077611
1345,-39.341970,0.489031
1346,-40.339395,0.150854
1347,24.794468,7.601709
1348,-34.581890,0.066683
1349,-25.788598,0.067784
1350,-39.466337,0.514304
1351,31.969160,0.720153
1352,18.809641,0.371964
1353,-17.035186,0.082299
1354,-36.941164,0.059795
1355,-31.564890,0.141093
1356,-16.994200,0.106802
1357,-19.976642,0.074311
1358,-39.929950,0.066490
1359,48.382502,0.093481
1360,-8.984870,0.093181
1361,59.497577,0.373110
1362,15.742189,0.110859
1363,34.921744,0.412561
1364,0.598061,6.165522
1365,50.767335,0.398939
1366,-31.819549,0.057811
1367,-47.149418,0.065884
1368,-8.825266,0.099692
1369,-50.678852,4.281030
1370,25.252192,0.114769
1371,8.056257,0.068879
1372,-33.457504,0.110332
1373,-38.775523,0.100180
1374,-23.632290,0.047541
1375,-21.268211,0.085986
1376,-46.279955,0.087636
1377,56.625378,0.182728
1378,-0.556949,0.098785
1379,36.894439,0.176864
1380,-43.548473,0.036573
1381,-41.430936,0.028139
1382,-44.148828,0.155403
1383,40.548006,0.306872
1384,-34.315136,0.036062
1385,-58.136610,0.442588
1386,44.870957,2.028695
1387,-43.004039,0.131704
1388,45.675636,9.224077
1389,36.777062,0.063894
1390,-53.778715,1.039376
1391,-38.553892,4.246385
1392,20.247712,3.833298
1393,-45.943806,0.035902
1394,1.121780,0.107305
1395,-53.592663,0.136460
1396,-28.048542,2.088255
1397,-51.030318,0.095541
1398,30.250035,0.091011
1399,54.482987,0.042861
1400,6.644409,2.161277
1401,48.690293,0.079525
1402,-36.260556,8.867289
1403,-46.406647,5.321716
1404,31.288967,0.096107
1405,23.832133,0.081255
1406,-37.932294,0.138918
1407,-36.909919,0.077899
1408,-3.890802,0.091302
1409,-35.863022,3.152661
1410,-40.645233,1.076795
1411,-54.161505,0.100763
1412,42.514903,0.129250
1413,25.366836,0.061620
1414,-33.698978,0.279439
1415,-40.630649,0.917970
1416,18.517244,0.178998
1417,14.178715,0.084750
1418,-47.077968,0.082183
1419,-45.945056,0.085331
1420,1.268475,0.067243
1421,-31.877090,0.082119
1422,24.936869,3.491474
1423,22.435315,0.352412
1424,23.992020,0.032793
1425,-40.938368,0.049967
1426,-55.614965,0.060108
1427,47.832246,0.456782
1428,-22.486421,6.017120
1429,-9.163323,0.109453
1430,-19.571860,0.095926
1431,-57.789118,0.089615
1432,-28.052538,0.063820
1433,-38.776362,4.859124
1434,8.110695,0.093312
1435,37.750799,0.048434
1436,52.737874,0.316386
1437,-32.483127,0.055810
1438,-33.340554,0.280565
1439,59.283114,0.665494
1440,17.709321,0.090019
1441,-35.193004,0.139621
1442,-21.628430,0.222563
1443,-44.994426,0.051061
1444,-17.127093,1.164148
1445,-25.788598,0.136637
1446,-23.359653,0.046373
1447,-43.523905,0.052925
1448,56.589667,2.997951
1449,19.238585,0.350406
1450,-44.367295,0.030175
1451,51.589896,2.561127
1452,17.726776,1.181187
1453,-56.285305,0.058474
1454,-27.795092,0.083083
1455,-57.621235,0.080056
1456,-49.120912,0.088776
1457,-40.290215,0.089459
1458,-32.814012,0.077467
1459,-10.818031,0.864885
1460,-13.128698,0.066692
1461,-44.885192,1.608225
1462,2.332592,0.222809
1463,-40.897386,0.034212
1464,-48.181907,5.424638
1465,2.119155,0.365871
1466,-19.552380,0.055288
1467,11.634135,5.242795
1468,3.355572,0.234410
1469,-41.901194,0.365935
1470,-37.195364,0.076076
1471,-55.768550,0.108300
1472,-52.500403,0.037473
1473,-38.667598,0.054843
1474,-9.516979,0.075750
1475,-0.642962,0.155893
1476,-43.548473,0.049293
1477,-40.207918,0.072009
1478,-44.148828,0.069580
1479,-49.738238,0.054909
1480,55.641008,0.046154
1481,-18.711087,0.536335
1482,-28.376361,4.209873
1483,29.775985,0.141659
1484,-18.385654,0.061557
1485,19.094272,0.066182
1486,-53.778715,1.688056
1487,12.528699,0.501297
1488,-43.005941,0.257444
1489,-45.943806,0.043297
1490,-41.175628,0.086133
1491,-57.259342,0.062606
1492,-59.525051,0.083838
1493,-28.631749,0.088390
1494,30.250035,6.383348
1495,17.010577,0.106608
1496,-18.445266,0.121593
1497,39.925185,0.033737
1498,-9.405344,0.526710
1499,41.030892,0.085434
1500,-17.158556,0.100260
1501,-46.144991,0.054317
1502,-29.985361,0.068578
1503,-44.735058,0.839790
1504,-3.890802,0.097190
1505,3.721305,0.109450
1506,-33.745193,3.551316
1507,23.139668,0.155485
1508,5.545545,3.487776
1509,-41.895134,0.051131
1510,36.662742,0.062224
1511,59.510306,0.074352
1512,-59.368224,0.098012
1513,14.178715,0.100131
1514,-15.225447,1.827802
1515,-29.749463,4.080021
1516,42.163841,13.038846
1517,0.252954,0.086031
1518,-49.212648,0.026742
1519,-4.220164,0.107928
1520,-50.709452,0.192432
1521,-40.938368,0.134178
1522,-16.752513,0.246242
1523,58.405621,0.713500
1524,-4.289272,0.147167
1525,-4.407954,0.550287
1526,-32.306734,0.049908
1527,-16.076949,4.155786
1528,-33.930194,0.414606
1529,-41.472486,0.225650
1530,-46.704972,0.074677
1531,-37.727384,0.546601
1532,-40.367407,2.069966
1533,-59.297144,0.036798
1534,-2.236453,0.690676
1535,-17.748170,0.068200
1536,0.171619,0.928638
1537,-46.472812,0.314484
1538,-40.339395,0.077801
1539,-50.887782,0.057784
1540,52.675027,0.446136
1541,6.598000,0.173020
1542,-44.637979,0.066236
1543,45.328514,1.156309
1544,49.437029,0.111470
1545,-30.821653,0.071520
1546,-45.688907,0.073034
1547,1.371038,0.117716
1548,-25.664658,0.986066
1549,7.035200,0.199825
1550,19.414896,0.096292
1551,-32.637189,8.489598
1552,26.527681,0.079369
1553,-45.395717,0.058954
1554,-18.262673,1.195038
1555,-38.428263,0.110638
1556,11.977641,0.111855
1557,-53.246092,0.123797
1558,51.836167,0.347834
1559,3.905780,0.175328
1560,-38.532498,0.135494
1561,-36.872554,0.053381
1562,-19.552380,3.530444
1563,-40.306079,0.046466
1564,-49.515700,0.101455
1565,35.106793,0.063961
1566,33.781689,0.085873
1567,43.575527,1.426894
1568,-49.185463,0.048916
1569,-15.276943,0.409310
1570,4.394191,0.130680
1571,-49.519468,3.017321
1572,-33.160270,0.079280
1573,-40.207918,0.070766
1574,-19.151255,0.662896
1575,-49.738238,2.819021
1576,-36.082365,1.711517
1577,-15.853635,0.077268
1578,-41.206810,0.319064
1579,28.739803,0.352191
1580,-53.715492,2.131643
1581,-32.900907,0.323995
1582,-53.778715,0.198045
1583,-38.553892,0.072941
1584,-28.602024,3.330752
1585,-45.943806,2.219713
1586,17.624782,0.106031
1587,48.941265,0.105251
1588,-25.337296,1.381425
1589,-4.106036,0.120762
1590,-42.904182,2.966764
1591,-50.557375,0.092686
1592,6.644409,0.112044
1593,-31.326352,0.103731
1594,-36.673206,0.125950
1595,-54.149970,0.055178
1596,46.202258,0.061368
1597,-55.192681,1.657644
1598,18.901400,3.037559
1599,59.949167,0.054438
1600,39.264600,0.083446
1601,-43.624881,0.032536
1602,22.996843,0.224102
1603,29.273208,0.743462
1604,-25.215421,0.391024
1605,-41.895134,0.085896
1606,36.662742,0.063601
1607,0.701577,0.096240
1608,27.930611,0.493745
1609,-45.049410,0.031955
1610,-35.091497,0.046894
1611,19.276896,0.143146
1612,-56.781372,0.073877
1613,0.252954,0.398527
1614,39.428024,0.055642
1615,-58.838627,2.262682
1616,-45.329521,3.848367
1617,-29.439412,1.861445
1618,-45.898609,0.057697
1619,-4.296190,0.127201
1620,-27.735253,0.139313
1621,-9.163323,0.322559
1622,48.101008,0.129884
1623,23.954174,0.146920
1624,-51.187201,0.204122
1625,-40.305361,0.070277
1626,46.324517,0.080938
1627,37.750799,0.078448
1628,-32.277488,0.068373
1629,-40.849513,1.109706
1630,-51.187201,0.201830
1631,-22.569446,0.073211
1632,-49.212648,1.045757
1633,-31.818397,0.364288
1634,-40.339395,1.216970
1635,-44.994426,0.037987
1636,-34.581890,0.802428
1637,-25.788598,0.313287
1638,-47.046885,0.060096
1639,-43.523905,0.110854
1640,27.368647,0.069129
1641,-30.821653,0.315249
1642,16.895416,3.622956
1643,-56.946636,0.272719
1644,-56.856082,0.116388
1645,-53.570500,0.076850
1646,43.401218,0.089329
1647,-57.621235,0.058134
1648,-34.118225,0.046204
1649,36.529945,0.046452
1650,-17.911210,0.089274
1651,-12.751440,1.782947
1652,-43.687929,0.084802
1653,50.767335,0.711676
1654,49.991826,0.889813
1655,-40.897386,0.796389
1656,-56.608220,0.085036
1657,1.255237,1.137886
1658,-3.011865,0.377848
1659,-40.306079,0.182285
1660,-53.335924,0.056831
1661,-16.565425,1.772641
1662,-27.897035,0.194859
1663,-55.768550,0.122910
1664,-35.249247,0.073117
1665,-38.667598,0.251267
1666,-36.870853,0.107938
1667,36.894439,0.086052
1668,-0.312891,0.101630
1669,-44.050482,0.252741
1670,-59.799782,3.273115
1671,-56.887528,0.040312
1672,2.179271,0.230536
1673,-32.549827,0.043728
1674,22.706591,0.084212
1675,-29.852079,1.410424
1676,-4.419900,0.134932
1677,27.450709,0.151840
1678,-53.778715,0.039248
1679,35.018235,0.059335
1680,-5.410513,0.149209
1681,-14.769587,0.288005
1682,-28.008050,0.087477
1683,27.656772,0.078997
1684,-59.378880,0.370670
1685,-29.403126,0.389965
1686,30.250035,0.090651
1687,-54.014697,0.149840
1688,-17.216952,0.090039
1689,8.592819,0.116108
1690,-45.147612,0.104675
1691,-54.149970,0.189726
1692,-39.878061,0.072533
1693,31.051554,0.445295
1694,18.901400,0.379354
1695,59.949167,0.081425
1696,-39.027423,0.049097
1697,-14.769587,0.323916
1698,10.705826,0.340171
1699,-13.398560,0.394018
1700,-55.963130,0.095060
1701,-52.930243,0.584606
1702,36.662742,0.059663
1703,59.510306,0.076148
1704,-57.012379,2.112949
1705,1.652415,0.114411
1706,2.379840,0.060612
1707,19.276896,0.069150
1708,20.006524,0.109729
1709,-1.146628,0.101801
1710,30.680667,1.163077
1711,-49.783832,0.071940
1712,23.992020,0.686463
1713,-49.033799,0.062274
1714,-2.737495,0.219811
1715,0.956686,0.588164
1716,-57.366549,0.080766
1717,-9.163323,24.295575
1718,-46.414789,0.472482
1719,42.804156,0.077823
1720,20.925629,0.341627
1721,31.662624,0.083638
1722,-24.331853,0.149650
1723,35.586428,0.909438
1724,-49.946617,0.068647
1725,19.727167,0.309146
1726,-11.136351,0.382537
1727,-31.151009,0.107771
1728,-21.123541,0.079468
1729,-59.416221,0.102837
1730,-40.339395,2.200524
1731,33.223645,0.689311
1732,-32.946261,1.892355
1733,-15.110191,0.159253
1734,1.247965,0.391407
1735,-42.290150,0.088033
1736,-23.348720,0.167204
1737,-42.668058,0.070950
1738,-21.134569,1.378771
1739,6.491911,0.998854
1740,-18.726457,0.060970
1741,-56.285305,0.099540
1742,-54.336644,1.466682
1743,-6.640824,0.370634
1744,-6.262266,0.130048
1745,53.715211,3.612449
1746,-18.262673,0.099534
1747,-13.242479,0.085648
1748,31.723352,0.189918
1749,18.951388,0.093209
1750,-31.819549,0.085313
1751,-40.897386,0.079844
1752,-15.687860,0.115303
1753,-40.479099,0.186812
1754,-19.552380,2.680744
1755,-40.306079,0.090549
1756,-46.762232,0.050531
1757,27.628305,0.072660
1758,-14.590498,1.534798
1759,-20.725225,0.045033
1760,-44.928356,0.047974
1761,8.149253,2.546165
1762,-57.669059,0.090851
1763,-10.696028,0.121849
1764,12.761306,0.141057
1765,14.244043,1.238142
1766,-20.159144,0.070696
1767,-33.748977,0.035953
1768,-56.026698,0.087594
1769,-54.476252,1.644931
1770,-31.312379,0.388461
1771,-47.251803,1.673549
1772,-18.385654,0.052277
1773,36.777062,0.669436
1774,-53.778715,0.155839
1775,42.285877,2.781585
1776,1.553311,0.134221
1777,-45.943806,0.064553
1778,17.344042,1.068296
1779,21.081524,0.238449
1780,-34.021412,0.052776
1781,-43.831981,0.070743
1782,-0.612793,0.110215
1783,-0.487496,0.175818
1784,-36.707730,0.237448
1785,-55.563243,0.071561
1786,-36.738155,2.443871
1787,-54.149970,0.067371
1788,11.194093,0.202574
1789,-40.849878,2.390244
1790,18.901400,1.659175
1791,59.949167,0.058583
1792,-26.127036,0.039347
1793,-37.094524,0.128218
1794,-34.806140,0.183136
1795,-13.398560,3.975269
1796,-25.215421,0.816561
1797,-51.513691,0.074386
1798,15.194104,0.122953
1799,-28.968654,0.122680
1800,-37.838391,0.036452
1801,-45.049410,0.086789
1802,-51.544781,0.071881
1803,-47.627361,0.153445
1804,-31.581644,0.482194
1805,25.037245,1.461763
1806,-41.430936,0.027959
1807,-35.159695,0.055843
1808,-51.288596,0.430618
1809,-40.938368,0.034658
1810,2.717687,0.156114
1811,-52.571370,0.048148
1812,-50.568344,0.071548
1813,-51.292700,0.175727
1814,22.771963,0.121622
1815,-25.873544,0.080870
1816,33.949047,0.898822
1817,19.272804,0.068936
1818,-46.869779,1.090578
1819,37.750799,0.094120
1820,23.253236,0.082588
1821,-51.422997,0.207257
1822,15.196012,0.059862
1823,-8.907419,2.167015
1824,10.421784,0.091675
1825,-36.503193,0.099779
1826,12.403196,0.062107
1827,-25.267867,2.138356
1828,-34.581890,0.104675
1829,-19.510329,0.086486
1830,3.748444,0.057810
1831,-51.911237,0.112361
1832,-49.921847,1.150349
1833,-42.668058,0.056563
1834,-44.367295,0.041492
1835,3.411402,0.883515
1836,10.710759,0.080026
1837,-56.285305,2.114416
1838,5.220634,0.094483
1839,-19.931166,0.063255
1840,15.470091,0.636768
1841,-51.354522,0.075196
1842,-26.716959,0.090146
1843,-32.773338,0.083354
1844,-34.171907,0.689149
1845,11.184951,0.098498
1846,30.994938,0.101950
1847,-2.938193,0.102008
1848,-12.651791,0.077682
1849,-43.282286,1.609131
1850,-3.802779,0.322804
1851,-8.304342,0.092416
1852,8.315754,0.240191
1853,-16.565425,0.085288
1854,29.415182,5.000591
1855,-39.162235,0.059233
1856,-52.500403,0.082375
1857,-51.802443,0.054669
1858,6.966763,0.105954
1859,-18.409147,0.089012
1860,-53.003912,0.637381
1861,-40.207918,0.040362
1862,-50.490999,0.309519
1863,-33.748977,0.081672
1864,52.890276,0.138495
1865,-45.554250,0.048603
1866,24.030268,0.094864
1867,-29.852079,2.470486
1868,-18.385654,0.059964
1869,36.777062,1.324170
1870,-53.778715,0.064255
1871,35.018235,0.038102
1872,-30.632122,0.084357
1873,-29.763614,0.051894
1874,17.624782,0.346582
1875,-57.259342,0.067298
1876,-34.021412,1.356179
1877,-43.831981,0.038007
1878,13.469837,0.259475
1879,-54.498533,0.086995
1880,14.388689,0.074307
1881,39.925185,0.336754
1882,-53.295204,1.439868
1883,-54.149970,0.060462
1884,-37.248821,0.791559
1885,-2.670287,0.777504
1886,18.901400,0.056490
1887,59.949167,0.213464
1888,-26.127036,1.358063
1889,-48.750041,0.052926
1890,-40.645233,0.036153
1891,-57.258095,0.032969
1892,-44.357323,0.038032
1893,30.909843,0.819501
1894,12.141029,1.598006
1895,-48.479030,0.594633
1896,-9.639667,0.071868
1897,-45.049410,0.078057
1898,-17.084841,0.088431
1899,-25.730643,0.122730
1900,-43.846177,0.029195
1901,-52.626347,0.040068
1902,-41.430936,0.047193
1903,11.682605,1.207263
1904,23.992020,0.142873
1905,-1.206341,0.138660
1906,-11.737717,0.278108
1907,30.013965,0.097811
1908,-47.909056,1.163479
1909,-9.163323,1.381892
1910,49.090020,0.136064
1911,-16.076949,1.560328
1912,-44.680268,0.494976
1913,-36.291445,0.090624
1914,-46.704972,0.056836
1915,-35.525966,2.141059
1916,-32.738192,0.059050
1917,-52.623651,0.062517
1918,-55.144698,1.010230
1919,6.868297,0.089168
1920,6.653945,0.087691
1921,-58.289630,1.381419
1922,-31.310751,1.539736
1923,-56.863761,0.039526
1924,-34.581890,0.037978
1925,-25.788598,0.061362
1926,-23.359653,0.217609
1927,-49.499980,0.028056
1928,49.437029,0.035135
1929,-42.668058,0.071472
1930,-46.540824,0.061298
1931,-10.911989,0.527108
1932,-50.606257,0.036133
1933,24.573111,0.043344
1934,-56.863761,0.059760
1935,-55.115456,0.092654
1936,31.961988,0.753401
1937,-46.392556,0.904387
1938,10.623282,0.284088
1939,-38.256922,0.235855
1940,-42.684857,0.075389
1941,50.767335,0.466556
1942,-31.819549,0.269064
1943,-51.068528,0.049388
1944,-48.181907,0.035774
1945,-43.521792,2.064828
1946,4.739634,0.740254
1947,33.087627,0.095049
1948,-46.762232,0.094193
1949,-35.677802,0.048247
1950,-23.632290,0.054143
1951,-57.579309,0.049596
1952,28.811114,0.201823
1953,-39.130844,0.048864
1954,-24.064861,0.059176
1955,28.588294,0.100720
1956,-28.122951,0.067313
1957,-50.949869,0.221585
1958,-57.532573,0.751118
1959,-33.748977,0.033291
1960,-34.315136,2.969329
1961,-37.594874,0.082338
1962,54.386534,1.565648
1963,-20.904333,1.144010
1964,-17.925999,0.095929
1965,-59.011341,0.056548
1966,-21.965909,1.395357
1967,-32.926150,0.089028
1968,22.235469,0.174763
1969,-45.943806,0.090860
1970,35.732436,0.051070
1971,-57.259342,0.204901
1972,-30.081137,0.047995
1973,-43.831981,0.364885
1974,30.250035,0.146270
1975,-18.240277,0.095423
1976,14.388689,0.324646
1977,9.429349,0.081764
1978,12.243063,0.149114
1979,32.377099,0.069818
1980,-50.612434,0.064221
1981,-2.609109,1.988161
1982,-48.455289,0.046823
1983,59.949167,0.088756
1984,-26.127036,0.052753
1985,-31.638620,0.164246
1986,21.235071,0.515659
1987,53.340261,2.939176
1988,-54.050711,0.089339
1989,-41.895134,0.206405
1990,-47.705476,0.045439
1991,-45.272546,0.042380
1992,-11.194929,0.059625
1993,-45.049410,0.099102
1994,-43.553522,2.449810
1995,4.304937,0.237918
1996,-43.846177,0.425589
1997,-52.626347,0.034694
1998,-41.430936,0.133654
1999,8.941263,1.863524
2000,-56.995111,0.186380
2001,-2.583794,0.099244
2002,-48.104140,0.051286
2003,-31.482594,1.880970
2004,-27.127139,0.071383
2005,28.846408,0.082169
2006,-40.960078,0.044075
2007,36.892586,2.153611
2008,33.949047,0.097771
2009,13.046439,0.055819
2010,8.107154,0.086145
2011,37.750799,0.615412
2012,47.236230,0.063059
2013,-42.631788,0.039131
2014,-7.751711,0.626836
2015,-32.129180,0.103423
2016,14.501703,0.162154
2017,-41.458398,0.103548
2018,-42.774573,0.028696
2019,-44.994426,3.433471
2020,1.240506,0.992463
2021,13.646636,0.116299
2022,-23.359653,0.096605
2023,-40.119047,0.088989
2024,-40.320196,0.097370
2025,-33.584499,0.303145
2026,-55.871518,0.240971
2027,-9.029909,0.071647
2028,-50.606257,0.080052
2029,-54.215136,0.090616
2030,-56.863761,0.047884
2031,-57.621235,1.696037
2032,15.602421,3.231405
2033,36.529945,1.434437
2034,-30.425759,0.093742
2035,17.485988,1.200310
2036,-13.128698,0.428180
2037,50.767335,0.108911
2038,-31.819549,0.706307
2039,15.840285,2.975975
2040,32.068805,0.065978
2041,-49.194006,1.311940
2042,-6.386052,11.269771
2043,-40.306079,0.780721
2044,-50.221810,0.433715
2045,14.540665,0.075761
2046,-42.530572,0.046659
2047,-20.725225,0.098826
2048,-59.247493,0.051877
2049,23.874574,0.058388
2050,-43.888562,0.092644
2051,36.894439,0.177739
2052,27.138405,0.327764
2053,-37.371958,0.043184
2054,-44.148828,0.076078
2055,34.121413,0.823127
2056,-48.973830,0.080571
2057,29.984860,0.072776
2058,44.870957,0.648651
2059,-29.852079,0.065463
2060,-24.795343,0.065694
2061,-13.757696,2.215010
2062,-53.778715,3.743463
2063,35.018235,2.129986
2064,-30.632122,0.064592
2065,37.512157,7.117330
2066,-44.231919,0.313683
2067,-42.682445,0.064617
2068,-42.381862,0.048796
2069,-43.831981,2.063479
2070,-54.199561,5.056229
2071,2.524186,0.344560
2072,-46.231909,0.068775
2073,-42.727862,2.012143
2074,-36.260556,0.087230
2075,-13.780496,1.318473
2076,-46.631288,0.094962
2077,-48.697129,0.092312
2078,-49.104501,0.044715
2079,-59.185018,0.059322
2080,-5.174487,2.325741
2081,-43.624881,0.473340
2082,-40.645233,0.326562
2083,-57.935895,0.079185
2084,46.592515,0.736763
2085,-34.102687,0.100066
2086,-41.350878,0.055953
2087,28.859733,0.073565
2088,-50.733105,0.745172
2089,35.542303,0.057024
2090,18.668342,0.082246
2091,-14.081799,0.207033
2092,10.168306,0.277693
2093,-51.561226,0.041974
2094,-35.347104,0.054944
2095,-35.159695,1.007421
2096,23.992020,2.609077
2097,-40.938368,1.189027
2098,-48.104140,0.033825
2099,-54.689532,0.048455
2100,9.691840,2.544829
2101,-21.776620,0.651478
2102,-40.960078,0.056433
2103,-16.076949,0.063187
2104,-41.259113,0.057400
2105,-51.219987,0.207850
2106,34.162921,1.487859
2107,16.029141,0.283508
2108,47.236230,0.132673
2109,-39.336104,2.828612
2110,-33.340554,0.086128
2111,26.777809,0.065032
2112,-59.340321,0.069247
2113,-36.503193,0.072332
2114,57.546230,0.078220
2115,-44.994426,0.045291
2116,-34.581890,2.407551
2117,-59.403961,1.242109
2118,-23.359653,0.086243
2119,-47.698005,0.039816
2120,49.437029,0.204460
2121,52.262300,3.106629
2122,-49.705540,2.019869
2123,-9.029909,0.118166
2124,-50.606257,2.398307
