# 迭代步,旋转角度(度),总误差
2125,19.599979,0.053231
2126,-56.863761,0.066631
2127,-57.621235,0.067027
2128,11.368021,0.086238
2129,-24.309016,0.051770
2130,12.555479,0.105945
2131,-7.466648,0.096825
2132,-28.244268,0.050600
2133,50.767335,0.089983
2134,-44.454421,0.861750
2135,-40.897386,0.050167
2136,-4.780012,0.098951
2137,-49.787369,0.695287
2138,-57.115002,0.242524
2139,-40.306079,0.044499
2140,0.019262,0.135945
2141,-51.063979,0.051683
2142,-54.212817,0.097466
2143,-34.469449,0.083705
2144,-52.500403,0.136615
2145,-50.323931,0.098990
2146,-24.064861,0.066771
2147,-48.593910,0.062761
2148,-52.765923,0.029171
2149,-40.207918,2.658800
2150,-33.343126,0.062392
2151,-8.028083,0.106887
2152,-34.315136,3.287076
2153,-57.096803,1.159828
2154,-52.543608,0.057689
2155,-29.852079,2.218021
2156,-18.385654,0.162399
2157,34.843448,0.082550
2158,3.294559,0.769771
2159,35.018235,0.035763
2160,-32.979324,0.084698
2161,-55.103507,0.033357
2162,4.236340,0.205990
2163,-57.259342,0.039233
2164,-57.468445,0.083425
2165,-43.831981,0.111142
2166,30.250035,0.098197
2167,-51.575693,0.038305
2168,-37.233909,0.071389
2169,54.461545,0.318945
2170,-35.717920,0.052381
2171,33.734672,0.102612
2172,-12.946701,0.080227
2173,-40.849878,0.071346
2174,3.694484,1.202475
2175,59.949167,0.043532
2176,-55.102073,0.049275
2177,-44.908725,0.075859
2178,-40.645233,0.036266
2179,-57.258095,0.068439
2180,-49.176295,2.907427
2181,-41.895134,0.035365
2182,-45.455005,0.058081
2183,-45.272546,0.098485
2184,-37.838391,0.052673
2185,-45.049410,1.775839
2186,-39.038296,0.051301
2187,-59.862276,2.528183
2188,-38.358103,0.085872
2189,-52.626347,0.057494
2190,-41.430936,0.239060
2191,-44.570887,0.398568
2192,-50.060332,0.545285
2193,-40.938368,0.079033
2194,-8.221810,1.871493
2195,47.283913,0.056453
2196,-56.713063,0.050125
2197,-59.212572,0.036516
2198,-57.420848,2.420260
2199,-16.076949,0.204709
2200,1.661886,0.308599
2201,-0.722347,0.828954
2202,9.851136,0.081246
2203,37.750799,0.072418
2204,-27.963418,4.414209
2205,-59.297144,1.003981
2206,-33.340554,0.127168
2207,-50.932165,0.047115
2208,-52.213820,0.045716
2209,-36.503193,0.449763
2210,-29.948350,0.061852
2211,-44.994426,0.090539
2212,-39.477466,1.531783
2213,-46.247850,0.068392
2214,-35.299444,0.055656
2215,-49.499980,0.119798
2216,-46.343350,0.079670
2217,-42.668058,2.735545
2218,-44.367295,2.971118
2219,-46.875872,5.064185
2220,-53.028120,0.062851
2221,-38.236762,3.017470
2222,-56.863761,0.048469
2223,-53.298470,0.067345
2224,-34.118225,0.075930
2225,36.529945,0.103564
2226,-28.940408,0.080535
2227,17.485988,0.330346
2228,-28.244268,0.057113
2229,50.767335,0.102277
2230,-3.600245,0.101768
2231,-44.931684,0.072622
2232,-25.474382,0.064300
2233,-59.273927,0.052968
2234,-33.186903,0.080447
2235,-35.385301,3.291429
2236,-46.762232,0.070533
2237,-35.677802,0.033824
2238,-47.980934,0.076544
2239,-20.725225,0.099874
2240,40.178229,0.111900
2241,-24.893237,0.085865
2242,-24.064861,0.039911
2243,-48.593910,0.131571
2244,-52.765923,0.112049
2245,-38.273531,0.059770
2246,-52.997696,0.083216
2247,-52.029278,0.058962
2248,-34.315136,0.182718
2249,-32.549827,0.047835
2250,-38.586976,0.040102
2251,-57.959187,0.049074
2252,-23.164281,0.096938
2253,-43.183315,0.060968
2254,-19.256367,0.190978
2255,35.018235,0.057348
2256,-50.898066,0.136986
2257,-55.103507,0.149462
2258,26.143555,0.227503
2259,-58.006199,0.502182
2260,-30.081137,1.878488
2261,50.365078,0.048836
2262,30.250035,1.511961
2263,-53.788450,0.044409
2264,-39.812825,0.078643
2265,-55.809926,0.156730
2266,6.582148,1.475215
2267,-56.493689,0.065408
2268,11.605629,0.111350
2269,-40.849878,0.053460
2270,12.372193,0.083227
2271,10.345001,0.089313
2272,-26.127036,0.059262
2273,-43.650188,1.021539
2274,-32.765326,0.036645
2275,4.298456,0.147079
2276,6.092359,4.480305
2277,-54.801401,0.062973
2278,3.195855,0.121586
2279,-45.932330,1.984273
2280,27.399032,0.045978
2281,55.859167,0.099938
2282,-22.542658,0.055493
2283,-48.646805,0.075872
2284,-43.846177,2.939182
2285,31.727999,0.048031
2286,-40.686869,0.050342
2287,40.277462,0.058971
2288,-14.070644,0.141269
2289,-40.938368,0.034366
2290,-45.158269,0.040318
2291,45.809226,0.062471
2292,-38.635896,0.475392
2293,14.620334,0.076349
2294,-10.232756,2.237393
2295,-16.076949,0.071405
2296,33.949047,0.191337
2297,37.573566,0.053257
2298,-51.388668,0.042232
2299,-33.193345,0.101664
2300,19.847427,1.036985
2301,-54.411674,0.094659
2302,-41.297584,1.211591
2303,11.826493,0.068898
2304,-55.924942,3.181657
2305,-57.253864,0.050911
2306,-42.774573,0.040932
2307,-43.649442,0.053096
2308,-37.474294,0.058317
2309,-42.123738,0.101269
2310,-23.359653,0.149838
2311,-47.054181,0.043645
2312,-31.889795,0.044538
2313,-48.022599,1.973095
2314,57.489602,0.150239
2315,38.507214,0.162282
2316,16.060398,1.289272
2317,-0.439547,0.234695
2318,-45.178193,0.038871
2319,-29.987857,0.079323
2320,-41.819377,0.052162
2321,36.529945,2.557628
2322,-23.301177,0.168890
2323,-3.262730,4.376909
2324,-53.122943,0.079709
2325,-0.837072,0.605622
2326,-37.076711,0.034761
2327,-35.314334,0.046688
2328,-39.736592,1.504061
2329,-59.273927,0.042424
2330,44.776528,0.544041
2331,-40.306079,0.069378
2332,3.770206,0.079352
2333,-44.924702,0.043829
2334,-23.632290,0.047971
2335,-20.725225,0.161082
2336,-36.855111,0.031163
2337,-39.130844,0.035739
2338,19.058849,0.106576
2339,-48.593910,0.038608
2340,-46.133305,2.413178
2341,-25.408503,0.067172
2342,23.884654,0.077100
2343,-47.703235,0.084106
2344,-56.694170,0.072994
2345,-32.549827,1.012622
2346,-48.515857,0.031318
2347,-41.075405,0.041483
2348,32.447084,0.074709
2349,-38.115288,0.955278
2350,4.551265,0.113960
2351,35.018235,0.053085
2352,-33.292640,0.041784
2353,-56.209115,0.031038
2354,-46.864056,0.080707
2355,-42.900116,0.065048
2356,-47.281567,0.385864
2357,-36.129173,0.029692
2358,30.250035,0.051519
2359,-47.756012,0.071953
2360,-46.231909,0.073567
2361,-42.655514,0.038937
2362,-40.260075,0.040941
2363,-22.495539,0.063222
2364,-52.952620,0.053428
2365,-40.849878,0.073273
2366,-44.736560,0.091229
2367,-53.786118,0.056337
2368,-47.073430,1.453280
2369,-37.634580,0.068662
2370,-25.890847,0.070864
2371,-57.258095,0.064455
2372,34.246939,0.056840
2373,49.406042,1.435682
2374,-47.705476,0.042278
2375,4.124305,0.175252
2376,-37.838391,0.075555
2377,-41.674056,0.043863
2378,-35.091497,0.048425
2379,-23.547046,0.047630
2380,-53.935558,0.056366
2381,-45.053373,0.096796
2382,-54.530480,0.487157
2383,-56.590826,0.074299
2384,23.992020,0.044234
2385,-40.115475,0.075753
2386,-48.104140,1.742237
2387,13.402631,2.658271
2388,-56.560397,0.087620
2389,-59.212572,0.185512
2390,-40.960078,0.036001
2391,-16.076949,0.060930
2392,-52.377834,0.030025
2393,12.378973,0.071642
2394,6.940486,0.062654
2395,-42.713284,0.061916
2396,-39.761517,0.165273
2397,-48.475394,0.503909
2398,-44.728836,0.073105
2399,-19.035944,0.060065
2400,-49.212648,0.569703
2401,-31.307334,0.061534
2402,25.339828,0.076528
2403,-44.994426,0.032650
2404,-34.581890,0.784928
2405,-49.894391,0.048517
2406,39.653800,0.113680
2407,16.826947,0.484735
2408,-42.993444,0.035231
2409,-33.679595,0.071400
2410,-38.360170,0.035225
2411,53.227191,0.078465
2412,20.148499,0.101835
2413,24.573111,0.313573
2414,14.582796,0.080577
2415,-57.621235,0.054335
2416,27.447094,0.079975
2417,39.082271,0.087787
2418,-48.522670,0.068119
2419,17.485988,4.383275
2420,37.802709,0.694591
2421,22.056548,0.545177
2422,26.186764,0.088722
2423,34.398116,0.059954
2424,-48.181907,1.184002
2425,18.238923,0.077896
2426,21.540276,4.978222
2427,-40.306079,0.060373
2428,-56.546479,0.028718
2429,-35.677802,1.913009
2430,-42.598558,0.038998
2431,43.200401,0.069254
2432,-49.654271,0.045332
2433,-39.130844,0.087090
2434,-58.684146,0.070780
2435,-49.208508,0.061007
2436,-48.849410,0.057110
2437,-38.424555,1.389635
2438,42.823268,0.045066
2439,-33.748977,0.055724
2440,-51.546300,0.242119
2441,-40.734354,0.908890
2442,-33.855031,0.145535
2443,-59.548602,0.064254
2444,16.944001,0.071994
2445,-59.011341,0.104587
2446,-42.772548,0.067544
2447,-40.720569,2.081409
2448,-35.168352,0.537212
2449,-44.903584,2.761581
2450,-55.221859,0.062819
2451,-36.698615,0.047826
2452,-17.762580,0.051689
2453,-36.129173,0.064389
2454,-41.266780,0.114734
2455,-43.578624,2.397619
2456,32.889483,0.080686
2457,-47.940252,0.263176
2458,-57.303094,1.380980
2459,0.272039,3.513581
2460,52.841244,1.708361
2461,33.839726,1.694705
2462,-49.927323,0.032484
2463,-24.666139,0.070093
2464,-34.066363,0.116680
2465,-56.940073,0.058940
2466,36.394091,6.478695
2467,-57.258095,0.166693
2468,19.123014,0.104412
2469,-41.895134,1.470619
2470,-52.354796,0.083040
2471,-45.272546,0.590599
2472,-23.241691,0.247770
2473,-56.378020,0.114698
2474,25.258434,2.052205
2475,-23.547046,0.076937
2476,-39.147873,0.293672
2477,-26.829876,0.053029
2478,-41.430936,0.041395
2479,-34.688306,0.053919
2480,23.992020,0.144130
2481,-40.938368,0.063505
2482,-33.204044,0.235853
2483,-20.825402,0.124501
2484,-56.605252,0.802230
2485,14.946524,0.197304
2486,-35.826044,0.173646
2487,-41.862697,1.293419
2488,-33.383689,0.064698
2489,-43.414771,0.063251
2490,-54.348977,0.049419
2491,-55.162466,0.045353
2492,47.236230,6.575414
2493,-35.896025,5.908245
2494,-33.340554,0.091837
2495,-47.217634,0.096765
2496,-43.801935,0.265928
2497,-11.940768,0.313635
2498,-42.774573,1.497911
2499,-56.035303,0.040342
2500,-23.263769,3.267753
2501,38.524180,0.062339
2502,-23.359653,4.171417
2503,-55.597252,2.645997
2504,7.851377,0.120548
2505,13.974883,0.098400
2506,46.714098,0.047007
2507,-51.449054,0.652274
2508,-50.594888,0.079438
2509,24.573111,0.105486
2510,-35.317330,1.479750
2511,56.009508,0.064376
2512,-54.327907,0.042336
2513,36.529945,0.050320
2514,22.845399,0.070316
2515,-31.274991,1.429376
2516,-52.753780,0.069543
2517,28.745060,0.876055
2518,-37.076711,0.678339
2519,-55.050884,0.050170
2520,-58.875354,0.062161
2521,-54.464891,0.048222
2522,-57.505757,0.059015
2523,-56.318657,4.155403
2524,34.086748,0.058022
2525,51.274776,0.084436
2526,12.704887,2.287804
2527,-44.561821,3.649321
2528,-36.855111,1.537741
2529,12.792299,0.156458
2530,-44.018476,0.066322
2531,-48.593910,0.036565
2532,32.370936,0.041195
2533,-40.207918,0.165160
2534,42.823268,0.052667
2535,-48.131696,0.142174
2536,35.873185,0.190414
2537,-53.444986,0.061635
2538,-48.515857,0.056460
2539,-45.999692,0.064615
2540,-34.097199,0.098235
2541,-59.011341,0.096163
2542,-53.778715,1.297994
2543,41.488852,4.732278
2544,-58.197990,0.095025
2545,-56.209115,0.128331
2546,35.732436,31.335433
2547,-57.259342,0.244124
2548,-30.081137,0.089835
2549,-36.129173,0.035787
2550,31.452999,0.535300
2551,-58.218610,0.052273
2552,9.987406,0.220455
2553,-53.444986,0.081800
2554,-40.260075,0.030570
2555,-54.696722,0.057012
2556,22.595945,0.229714
2557,8.066977,1.543336
2558,-44.180896,0.025926
2559,-33.097079,0.046700
2560,-30.303224,0.053242
2561,-41.588209,0.047130
2562,-40.645233,4.185777
2563,-57.258095,0.701421
2564,-25.966657,0.078195
2565,-41.895134,0.105092
2566,-47.705476,0.064299
2567,-51.797129,1.783927
2568,-37.838391,0.108372
2569,-36.578918,0.043086
2570,20.030530,0.336793
2571,-38.066256,3.225886
2572,-43.846177,1.072156
2573,-52.626347,0.038642
2574,-32.039314,0.916801
2575,-50.556168,0.059306
2576,-31.163942,0.084717
2577,-57.667498,0.457196
2578,-39.143317,0.034520
2579,-26.304460,0.037547
2580,-50.278423,0.036659
2581,-56.123649,0.080496
2582,-47.822580,0.062795
2583,-54.107224,0.041767
2584,-53.384282,0.036843
2585,37.573566,0.088741
2586,-51.712060,0.042586
2587,-51.756458,1.725987
2588,-39.482435,0.048493
2589,-52.205002,0.295794
2590,20.646414,0.079946
2591,-25.208327,0.179619
2592,-44.180896,0.469494
2593,-42.590542,0.055937
2594,-42.774573,0.110119
2595,-16.507005,0.081810
2596,-37.386424,0.092060
2597,-36.977583,0.091579
2598,-23.359653,0.149906
2599,-51.805888,0.029160
2600,-29.804269,0.080252
2601,26.968174,0.060340
2602,-44.367295,0.033965
2603,-48.488157,0.089571
2604,-5.649809,0.086552
2605,24.573111,0.050067
2606,-45.178193,2.460642
2607,45.661901,0.055472
2608,-45.875376,0.040152
2609,35.811909,0.050881
2610,-15.074069,0.075486
2611,-25.092831,18.861448
2612,-29.196921,0.067374
2613,-51.499829,0.672266
2614,-44.002079,0.067467
2615,-46.496728,0.055905
2616,-32.904280,0.069474
2617,-52.577809,0.051575
2618,-50.007244,0.059557
2619,-40.306079,0.068880
2620,-56.546479,0.097348
2621,-13.592925,0.061780
2622,-28.209176,0.064653
2623,-45.275955,0.031215
2624,-25.262851,0.058553
2625,-39.130844,2.026387
2626,-7.995685,0.536481
2627,-54.123301,0.074767
2628,-29.625078,0.042788
2629,-38.022839,0.047011
2630,42.823268,0.031101
2631,-52.938145,0.099376
2632,-7.931560,0.104504
2633,7.654371,0.136153
2634,-30.058714,0.109720
2635,-41.075405,0.105281
2636,-48.505100,16.543393
2637,-53.797980,0.055673
2638,-53.778715,4.681141
2639,-47.482390,0.026257
2640,-47.624353,0.027705
2641,-33.767328,0.097151
2642,-45.021041,0.620234
2643,-57.259342,0.049559
2644,-30.081137,0.087602
2645,-40.643857,0.037911
2646,30.250035,0.107872
2647,-36.657832,0.088405
2648,-46.231909,0.029592
2649,-17.904545,0.251525
2650,-40.260075,0.031648
2651,-59.621471,0.052279
2652,-36.632446,0.056265
2653,-39.178981,0.067372
2654,-49.212648,0.286552
2655,59.949167,0.057782
2656,-45.394166,0.054222
2657,-45.413321,0.302640
2658,-31.610514,0.198688
2659,-31.087453,0.058809
2660,-48.811421,0.295559
2661,-41.895134,0.057239
2662,-43.899696,0.041054
2663,-47.495755,0.030427
2664,-37.838391,0.073704
2665,-10.356978,8.187526
2666,-42.484531,0.063282
2667,-46.852238,0.075592
2668,-47.832641,0.045874
2669,24.024981,0.141015
2670,-47.057072,2.593756
2671,-34.688306,0.055309
2672,-36.263385,0.047828
2673,32.879278,0.101947
2674,-38.887171,0.055194
2675,-26.304460,0.060285
2676,-21.729752,0.062307
2677,29.385323,1.727667
2678,-48.018102,0.218798
2679,-34.230095,1.383879
2680,-57.964482,0.074400
2681,37.573566,0.291535
2682,31.221566,1.731964
2683,-55.162466,0.087226
2684,-39.482435,0.164608
2685,-59.297144,0.062754
2686,35.180439,0.082072
2687,-50.932165,0.126279
2688,-13.644327,0.103263
2689,-58.192583,0.060206
2690,-36.617809,0.090203
2691,-44.994426,0.187312
2692,-47.178976,0.064412
2693,-49.894391,0.099114
2694,-48.011514,0.080194
2695,-41.259194,0.040959
2696,25.111540,0.084734
2697,-42.668058,0.049262
2698,-55.146589,0.248986
2699,-54.485592,0.043100
2700,-54.260585,0.044287
2701,41.878845,0.062688
2702,-47.099438,0.054596
2703,-57.621235,0.043496
2704,-57.753412,0.102098
2705,-38.034089,0.030856
2706,-18.262673,2.849197
2707,-42.968046,0.061380
2708,-28.244268,0.062073
2709,-39.827601,1.378016
2710,-37.076711,0.062938
2711,35.189981,0.091675
2712,-37.398709,0.108695
2713,53.594402,0.050877
2714,-19.552380,1.491236
2715,-40.306079,0.092410
2716,-40.944784,0.092893
2717,33.119583,4.589130
2718,-36.662432,7.507702
2719,-37.918046,0.036477
2720,-39.333495,0.079159
2721,-39.382222,0.151123
2722,-25.105646,0.065228
2723,-48.593910,0.047659
2724,-40.926772,0.069461
2725,-38.645115,0.046421
2726,-21.460551,0.065109
2727,-33.748977,0.084287
2728,-36.666921,0.071298
2729,23.681469,0.305174
2730,-48.515857,0.064752
2731,-41.075405,0.044131
2732,-34.937754,0.046433
2733,-53.797980,0.050740
2734,39.156249,0.087656
2735,-47.482390,1.307256
2736,-35.576768,0.160767
2737,-41.566816,0.299816
2738,35.732436,0.095008
2739,-57.259342,0.058387
2740,-34.727262,0.036409
2741,-36.129173,0.039460
2742,-52.053749,0.031901
2743,-48.016693,0.059729
2744,-46.231909,0.070470
2745,-41.444944,0.070358
2746,-33.433771,0.603555
2747,-26.461742,0.090709
2748,-52.952620,0.777765
2749,-55.739309,0.295579
2750,-49.212648,2.006625
2751,45.919548,0.067951
2752,-26.127036,0.434464
2753,-49.137644,0.081976
2754,-40.645233,0.528963
2755,-42.226530,0.034640
2756,-45.456587,0.082163
2757,-39.929278,3.140987
2758,44.967808,0.065752
2759,-47.495755,0.091780
2760,-53.718932,0.059574
2761,-45.049410,6.335285
2762,-59.034118,0.045433
2763,-23.547046,0.070138
2764,-17.354082,0.055146
2765,-52.626347,4.265270
2766,-19.253242,0.130156
2767,-38.921139,0.037785
2768,23.992020,0.096372
2769,-5.089024,0.115895
2770,-48.104140,0.069438
2771,-39.757880,0.061725
2772,-56.878616,0.136670
2773,-12.324101,0.097328
2774,-40.960078,2.435196
2775,-56.268382,0.049307
2776,-41.639272,0.089959
2777,-53.274981,0.044753
2778,4.191842,2.223462
2779,20.910905,3.095234
2780,-36.389603,0.143748
2781,-59.297144,0.736648
2782,-42.005917,0.038708
2783,-22.287274,0.053000
2784,-48.280328,0.043931
2785,-50.044330,0.053784
2786,-38.926338,0.115680
2787,-47.025349,0.072409
2788,-40.089160,0.027240
2789,-38.228795,2.180434
2790,-43.921829,0.258950
2791,-35.172317,0.099829
2792,-32.839865,0.086915
2793,-42.668058,0.066056
2794,-44.367295,0.199986
2795,-46.743954,0.045929
2796,-29.483164,0.115940
2797,-19.166735,0.090766
2798,-45.178193,0.171274
2799,-39.749452,0.106281
2800,-34.001851,3.199259
2801,-19.906490,0.079972
2802,-49.777706,0.057308
2803,-41.229680,0.096712
2804,-28.244268,1.050851
2805,50.767335,0.073102
2806,-48.498534,0.067913
2807,33.459404,0.107898
2808,-48.181907,0.028912
2809,-59.273927,0.040588
2810,-54.407414,0.099660
2811,-40.306079,0.042370
2812,-50.633139,0.314071
2813,-38.281966,0.075574
2814,-32.685814,0.030809
2815,-37.798681,0.109339
2816,-41.749105,0.035123
2817,-40.835396,0.048625
2818,-11.862960,6.904259
2819,-41.443247,1.599555
2820,-36.216480,1.048626
2821,-38.239231,0.112723
2822,42.823268,0.132701
2823,-33.748977,0.059600
2824,-53.986470,0.027255
2825,-46.273313,0.035163
2826,-48.515857,0.024642
2827,-43.167518,0.049505
2828,-41.441234,0.456746
2829,-44.038061,0.121780
2830,-39.679639,0.047928
2831,-54.789917,0.029604
2832,-52.356103,0.033067
2833,-45.220632,0.031344
2834,-14.358361,0.161399
2835,-38.425769,0.146031
2836,-34.727262,0.227140
2837,-48.805825,0.027321
2838,18.757899,0.086403
2839,28.885939,0.089734
2840,-41.319521,1.443287
2841,-39.496598,0.134132
2842,-57.034460,0.031040
2843,-40.202743,0.060838
2844,-33.426652,0.046189
2845,17.717097,0.643707
2846,-22.396785,0.147579
2847,-52.161037,0.034577
2848,-48.106854,0.037158
2849,-43.828832,0.146188
2850,-49.413322,0.076608
2851,-58.978100,0.032856
2852,-44.357323,0.030365
2853,-38.580299,0.038115
2854,-43.899696,2.101324
2855,-47.495755,0.046330
2856,-58.921070,0.061273
2857,-51.136220,0.039019
2858,-52.558415,0.069997
2859,50.743175,2.780482
2860,17.438401,0.178769
2861,-58.543643,0.056357
2862,-40.079170,0.054388
2863,-49.076446,0.045083
2864,-49.485219,6.149464
2865,-37.038476,0.039359
2866,-53.057380,0.066046
2867,-46.690470,0.397527
2868,-40.825331,0.034597
2869,-59.212572,0.112255
2870,10.260376,0.076369
2871,-54.107224,0.118158
2872,-56.893498,0.037649
2873,-52.356103,0.033932
2874,-44.544399,2.956853
2875,-38.768444,0.043728
2876,-36.667913,1.195313
2877,-57.191646,0.061175
2878,-55.446911,0.033477
2879,-31.914818,0.047781
2880,-42.315716,0.064369
2881,-57.253864,0.052187
2882,-52.793841,0.178313
2883,14.474678,1.713103
2884,-42.964845,1.469595
2885,-49.894391,0.042333
2886,-36.424652,0.418583
2887,-43.565616,0.073631
2888,49.437029,0.917036
2889,-42.668058,0.074036
2890,7.863433,0.435093
2891,-51.415239,0.058066
2892,-41.771389,0.105886
2893,-42.408892,0.042103
2894,-45.178193,0.104471
2895,-50.911397,0.095572
2896,-45.875376,0.043033
2897,-38.034089,0.045484
2898,13.125725,0.077743
2899,-35.172594,2.431035
2900,-39.265545,0.305450
2901,-48.130422,0.099514
2902,-56.683002,0.044426
2903,-37.536103,0.234118
2904,-48.181907,0.364703
2905,-59.388155,0.077876
2906,-45.906648,0.283217
2907,-44.240060,0.031201
2908,-39.632449,0.060517
2909,-28.774116,0.160421
2910,-25.141725,0.080019
2911,-47.526130,0.057940
2912,-51.199203,0.047102
2913,-56.187271,0.083005
2914,-24.064861,5.800231
2915,-48.593910,0.033703
2916,-39.805635,0.035554
2917,-13.169216,0.058767
2918,-53.378406,0.040230
2919,-45.808147,0.056757
2920,-32.622731,0.062499
2921,-41.593608,0.048125
2922,-39.889010,0.071249
2923,33.325796,0.098347
2924,-0.449404,0.751886
2925,-45.517821,0.039430
2926,4.152556,0.295997
2927,19.613108,0.074444
2928,-47.624353,0.077787
2929,-52.023565,0.038530
2930,35.732436,0.080882
2931,-47.421476,0.069106
2932,-53.122893,0.056243
2933,-48.805825,0.125665
2934,-44.586695,0.029542
2935,7.566000,0.121032
2936,-44.168643,0.063550
2937,-53.969655,0.043008
2938,15.748440,0.112364
2939,-48.916773,0.048921
2940,-33.426652,2.616669
2941,-40.849878,0.946275
2942,-47.594853,0.045500
2943,-24.468449,0.051158
2944,-53.100416,0.051670
2945,-43.624881,0.109358
2946,-40.645233,0.075890
2947,-51.957533,0.038438
2948,-41.753286,1.546009
2949,-50.377994,0.042232
2950,-43.899696,0.054346
2951,-49.436861,0.056313
2952,49.157270,0.073873
2953,-27.644931,0.041259
2954,-38.209555,0.086412
2955,-41.600458,0.066386
2956,-9.601310,0.053046
2957,-52.626347,1.312728
2958,-44.316821,3.109028
2959,-57.365258,0.103912
2960,-36.164130,0.061690
2961,14.516385,0.057967
2962,-52.058931,2.567372
2963,-45.329195,0.053717
2964,-40.825331,0.045490
2965,30.272804,0.357299
2966,-49.948247,0.069381
2967,-37.431414,0.054870
2968,38.055533,2.689280
2969,-36.486160,0.523536
2970,-51.388668,0.072235
2971,-38.768444,0.039522
2972,-56.526427,0.068988
2973,-36.999165,0.050242
2974,-34.971765,0.082334
2975,-13.054508,0.083491
2976,-45.430379,0.072766
2977,-43.568148,0.056371
2978,-42.774573,1.633871
2979,-50.741682,0.739200
2980,-46.642848,1.418013
2981,-56.593302,0.040954
2982,-56.304486,0.181484
2983,-46.667031,0.033342
2984,49.437029,2.051624
2985,-47.855953,0.054839
2986,22.745110,0.078601
2987,21.681506,0.065217
2988,-46.841557,0.079093
2989,-47.320021,0.051256
2990,-56.185172,0.044273
2991,-54.973636,0.078318
2992,-45.875376,0.062891
2993,-37.654708,0.046169
2994,-18.262673,0.078242
2995,11.197853,0.074810
2996,33.705294,0.105234
2997,-29.610794,2.639289
2998,-52.587289,2.422510
2999,-40.897386,0.029715
3000,-48.181907,0.026751
3001,32.249989,0.067759
3002,-40.012231,0.068029
3003,-46.366852,1.744480
3004,-56.858878,2.220486
3005,9.647633,0.087233
3006,-42.282384,2.311639
3007,-38.279233,0.065648
3008,-52.399539,0.048029
3009,-39.130844,0.041041
3010,-24.064861,0.045066
3011,-29.159620,0.123055
3012,-35.249038,2.635093
3013,-31.398725,0.079871
3014,-51.554710,0.065589
3015,-41.094096,0.066263
3016,-51.159433,0.047315
3017,19.870460,0.121208
3018,-51.671704,0.198085
3019,-43.576873,0.028250
3020,-42.221553,0.087175
3021,-56.490137,0.050628
3022,-43.618358,0.031418
3023,-43.446286,0.025127
3024,-45.707490,0.037352
3025,-56.209115,0.051250
3026,-43.343783,0.939207
3027,-52.060051,0.028662
3028,-34.727262,0.034098
3029,-49.623398,0.085642
3030,-46.275717,0.109393
3031,10.687187,0.060367
3032,-30.928406,1.686445
3033,39.925185,0.046964
3034,-44.928863,1.505467
3035,-48.916773,0.032287
3036,-47.574494,0.061089
3037,10.338707,2.753069
3038,-52.534130,0.056783
3039,-44.196423,0.060585
3040,-14.929249,3.282593
3041,-43.624881,0.030739
3042,-37.849818,0.194849
3043,-51.897990,0.060618
3044,-44.357323,0.059657
3045,-57.816286,1.972687
3046,-43.899696,0.034095
3047,-47.495755,0.032014
3048,-37.838391,0.156698
3049,-57.573031,0.043295
3050,-59.034118,0.087454
3051,-58.981810,0.089956
3052,-51.233116,0.085347
3053,-29.950471,0.159878
3054,5.165047,3.055740
3055,18.083829,0.065343
3056,-51.584902,0.698681
3057,-54.604785,0.085330
3058,11.200582,0.088165
3059,-50.504008,0.053825
3060,-40.825331,0.060540
3061,-59.212572,0.262578
3062,-40.960078,0.098817
3063,-50.558256,0.089060
3064,-46.392535,0.077162
3065,-52.262376,0.045323
3066,-42.591856,0.031280
3067,19.125944,0.061094
3068,-28.947712,0.049322
3069,-59.559606,0.054113
3070,-54.199216,0.095031
3071,-50.932165,2.105792
3072,-48.515857,2.104698
3073,-22.051367,0.193178
3074,-27.949418,0.117764
3075,-44.885886,0.041520
3076,-40.089160,0.027105
3077,-39.210708,0.039554
3078,-45.423364,0.046241
3079,-6.878739,0.117645
3080,49.437029,0.085601
3081,-33.801067,0.092363
3082,-48.717597,0.251790
3083,-40.425752,0.062244
3084,-50.606257,3.231416
3085,-42.408892,0.036070
3086,-51.152983,0.076995
3087,-57.621235,0.533530
3088,-43.405307,0.066450
3089,-38.034089,0.203639
3090,-59.564449,0.589716
3091,-39.586644,0.057786
3092,-19.179415,0.789699
3093,-39.821137,0.108358
3094,-13.317132,2.227054
3095,-52.293421,0.096184
3096,-48.181907,0.039144
3097,-59.273927,0.059973
3098,-19.552380,0.092006
3099,-59.177119,0.064119
3100,-42.963248,0.054037
3101,-44.420585,0.069024
3102,-56.779048,0.037989
3103,-56.026798,1.284324
3104,-35.251019,0.061613
3105,-37.802134,0.041334
3106,-24.064861,0.049050
3107,-46.748126,0.036417
3108,-27.029278,0.064391
3109,-45.097061,0.029827
3110,42.823268,0.044710
3111,-54.651328,1.590547
3112,-13.239982,0.064437
3113,-50.885218,0.048774
3114,-51.719534,0.048625
3115,-51.067635,0.191572
3116,-9.682491,0.102240
3117,-34.028861,0.184121
3118,52.237119,0.397003
3119,-51.229039,0.078192
3120,-3.449717,0.151282
3121,-45.805276,0.072584
3122,-42.384383,0.220346
3123,-43.928385,0.050468
3124,-53.699240,0.051851
3125,-48.805825,0.060954
3126,-37.887405,0.142788
3127,-55.032157,0.075091
3128,-46.231909,0.027564
3129,39.925185,0.034441
3130,-50.167425,0.025538
3131,-48.916773,0.107218
3132,-45.259879,0.039538
3133,-56.395861,4.147477
3134,-47.212292,0.042890
3135,-41.563248,0.083157
