Y/X(mm),-13.500000,-12.500000,-11.500000,-10.500000,-9.500000,-8.500000,-7.500000,-6.500000,-5.500000,-4.500000,-3.500000,-2.500000,-1.500000,-0.500000,0.500000,1.500000,2.500000,3.500000,4.500000,5.500000,6.500000,7.500000,8.500000,9.500000,10.500000,11.500000,12.500000,13.500000,14.500000,15.500000,16.500000,17.500000,18.500000,19.500000,20.500000,21.500000,22.500000,23.500000,24.500000,25.500000,26.500000,27.500000,28.500000,29.500000,30.500000,31.500000,32.500000,33.500000,34.500000,35.500000,36.500000,37.500000,38.500000,39.500000,40.500000,41.500000,42.500000,43.500000,44.500000,45.500000,46.500000,47.500000,48.500000,49.500000,50.500000,51.500000,52.500000,53.500000,54.500000,55.500000,56.500000,57.500000,58.500000,59.500000,60.500000,61.500000,62.500000,63.500000,64.500000,65.500000,66.500000,67.500000,68.500000,69.500000,70.500000,71.500000,72.500000,73.500000,74.500000,75.500000,76.500000,77.500000,78.500000,79.500000,80.500000,81.500000,82.500000,83.500000,84.500000,85.500000,86.500000,87.500000,88.500000,89.500000,90.500000,91.500000,92.500000,93.500000,94.500000,95.500000,96.500000,97.500000,98.500000,99.500000,100.500000,101.500000,102.500000,103.500000,104.500000,105.500000,106.500000,107.500000,108.500000,109.500000,110.500000,111.500000,112.500000,113.500000,114.500000,115.500000,116.500000,117.500000,118.500000,119.500000,120.500000,121.500000,122.500000,123.500000,124.500000,125.500000,126.500000,127.500000,128.500000,129.500000,130.500000,131.500000,132.500000,133.500000,134.500000,135.500000,136.500000,137.500000,138.500000,139.500000
56.620000,6.8421,9.2437,11.2667,12.7831,13.8478,14.5487,15.0018,15.3443,15.6159,15.8406,16.0281,16.1832,16.3093,16.4086,16.4947,16.5770,16.6613,16.7567,16.8765,17.0355,17.2519,17.5709,17.9790,18.3983,18.8163,19.2481,19.6757,20.0930,20.5033,20.9100,21.3054,21.6655,21.9880,22.2866,22.5798,22.8941,23.2670,23.7445,24.4238,25.2901,26.1659,27.0114,27.8400,28.6083,29.2540,29.7736,30.1975,30.5475,30.8356,31.0792,31.2891,31.4723,31.6361,31.7843,31.9171,32.0388,32.1508,32.2517,32.3398,32.4126,32.4696,32.4590,32.3603,32.1768,31.9261,31.6276,31.2998,30.9595,30.6173,30.2816,29.9615,29.6678,29.4118,29.1958,29.0151,28.8624,28.7302,28.6128,28.5070,28.4121,28.3295,28.2619,28.2134,28.1900,28.1930,28.2194,28.2646,28.3241,28.3946,28.4752,28.5672,28.6741,28.8012,28.9561,29.1489,29.3840,29.6571,29.9598,30.2819,30.6135,30.9437,31.2603,31.5496,31.7957,31.9772,32.0608,32.0689,32.0233,31.9426,31.8380,31.7191,31.5881,31.4441,31.2830,31.0969,30.8737,30.5987,30.2536,29.8103,29.2826,28.6475,27.8465,27.1067,26.5491,26.1333,25.7921,25.4963,25.2098,24.9036,24.5531,24.1365,23.6616,23.1410,22.5710,21.9765,21.3621,20.7184,20.0304,19.2849,18.5685,18.0165,17.6403,17.3788,17.1874,17.0353,16.8969,16.7533,16.5723,16.3160,15.9244,15.3155,14.4129,13.1407,11.3835
57.620000,9.6790,13.0759,15.6642,17.5416,18.8524,19.7051,20.2397,20.6343,20.9522,21.2210,21.4500,21.6450,21.8086,21.9421,22.0590,22.1685,22.2790,22.4045,22.5628,22.7746,23.0598,23.4685,23.9939,24.5708,25.1522,25.7264,26.2897,26.8524,27.4083,27.9542,28.4813,28.9675,29.4065,29.8092,30.1991,30.6174,31.1172,31.7465,32.6149,33.7174,34.8820,36.0597,37.2111,38.2574,39.1492,39.8779,40.4675,40.9404,41.3276,41.6544,41.9309,42.1718,42.3850,42.5758,42.7497,42.9124,43.0640,43.2042,43.3284,43.4289,43.5087,43.4897,43.3339,43.0635,42.7085,42.2939,41.8429,41.3780,40.9131,40.4604,40.0321,39.6429,39.3086,39.0305,38.7990,38.6025,38.4315,38.2786,38.1398,38.0147,37.9059,37.8177,37.7563,37.7300,37.7410,37.7828,37.8481,37.9311,38.0278,38.1370,38.2609,38.4050,38.5777,38.7897,39.0557,39.3821,39.7596,40.1748,40.6144,41.0656,41.5133,41.9406,42.3263,42.6480,42.8770,42.9642,42.9460,42.8680,42.7481,42.5994,42.4344,42.2559,42.0592,41.8378,41.5780,41.2629,40.8668,40.3599,39.7073,38.8948,37.9381,36.8565,35.9331,35.2886,34.7940,34.3743,33.9946,33.6082,33.1718,32.6641,32.0683,31.3934,30.6683,29.8972,29.0875,28.2353,27.3060,26.3121,25.3220,24.4503,23.8214,23.4073,23.1177,22.9025,22.7241,22.5533,22.3696,22.1321,21.7928,21.2577,20.4212,19.1374,17.3186,14.8357
58.620000,11.2333,15.3048,18.3365,20.4846,21.9841,22.9545,23.5403,23.9653,24.3106,24.6066,24.8628,25.0852,25.2780,25.4418,25.5856,25.7183,25.8484,25.9887,26.1559,26.3707,26.6623,27.0658,27.6010,28.2862,28.9797,29.6274,30.2731,30.9310,31.5805,32.2213,32.8497,33.4489,34.0017,34.4984,34.9606,35.4322,35.9605,36.6064,37.4623,38.5715,39.9143,41.3702,42.7758,44.0613,45.1916,46.1347,46.8999,47.5127,48.0138,48.4308,48.7776,49.0755,49.3352,49.5651,49.7749,49.9704,50.1535,50.3242,50.4755,50.5989,50.6974,50.6836,50.5027,50.1835,49.7657,49.2788,48.7487,48.2025,47.6574,47.1272,46.6260,46.1708,45.7807,45.4580,45.1903,44.9632,44.7653,44.5882,44.4269,44.2812,44.1541,44.0507,43.9784,43.9473,43.9603,44.0098,44.0866,44.1836,44.2962,44.4230,44.5667,44.7337,44.9337,45.1795,45.4887,45.8697,46.3116,46.7974,47.3115,47.8388,48.3619,48.8602,49.3093,49.6839,49.9493,50.0469,50.0141,49.9138,49.7665,49.5862,49.3855,49.1692,48.9274,48.6502,48.3184,47.9063,47.3769,46.6956,45.8577,44.7922,43.5897,42.4560,41.5216,40.8374,40.2960,39.8172,39.3557,38.8661,38.2946,37.6389,36.9001,36.0747,35.2034,34.2940,33.3139,32.2697,31.1155,29.9244,28.8905,28.0648,27.4562,27.0443,26.7544,26.5296,26.3307,26.1292,25.9054,25.6147,25.2061,24.5783,23.5976,22.1099,20.0183,17.1457
59.620000,12.3509,16.8134,20.1352,22.5034,24.1460,25.1901,25.8105,26.2528,26.6101,26.9197,27.1903,27.4289,27.6410,27.8282,27.9971,28.1536,28.3029,28.4583,28.6335,28.8450,29.1243,29.5021,30.0039,30.6813,31.4275,32.1528,32.8693,33.5787,34.2835,34.9908,35.6945,36.3756,37.0193,37.6094,38.1609,38.6992,39.2544,39.8986,40.7167,41.7687,43.1085,44.6921,46.3033,47.7745,49.0738,50.2094,51.1742,51.9603,52.5953,53.1123,53.5414,53.9058,54.2178,54.4908,54.7351,54.9605,55.1745,55.3720,55.5459,55.6870,55.7997,55.7882,55.5911,55.2416,54.7818,54.2442,53.6587,53.0553,52.4539,51.8696,51.3175,50.8161,50.3865,50.0314,49.7369,49.4873,49.2698,49.0749,48.8972,48.7368,48.5968,48.4829,48.4030,48.3683,48.3820,48.4361,48.5202,48.6266,48.7499,48.8887,49.0464,49.2301,49.4501,49.7203,50.0603,50.4793,50.9654,51.4999,52.0658,52.6461,53.2213,53.7652,54.2554,54.6628,54.9508,55.0529,55.0099,54.8920,54.7215,54.5147,54.2834,54.0310,53.7433,53.4023,52.9880,52.4602,51.7889,50.9153,49.8344,48.5653,47.2795,46.1814,45.3090,44.6232,44.0412,43.5027,42.9499,42.3389,41.6341,40.8371,39.9704,39.0399,38.0593,37.0257,35.8966,34.6581,33.3600,32.1380,31.1680,30.4416,29.9040,29.5201,29.2365,29.0054,28.7873,28.5496,28.2791,27.9369,27.4715,26.7738,25.6400,24.0072,21.7198,18.6063
60.620000,13.0132,17.7051,21.2135,23.7229,25.4602,26.5542,27.1964,27.6445,28.0014,28.3115,28.5855,28.8290,29.0506,29.2524,29.4420,29.6214,29.7892,29.9540,30.1302,30.3393,30.5950,30.9312,31.3751,31.9670,32.7021,33.4860,34.2464,34.9824,35.7252,36.4775,37.2273,37.9607,38.6706,39.3445,39.9783,40.5742,41.1693,41.8205,42.5983,43.5656,44.7844,46.3447,48.0608,49.6356,51.0603,52.3863,53.5562,54.5296,55.3175,55.9542,56.4816,56.9249,57.2977,57.6182,57.9006,58.1573,58.3984,58.6208,58.8169,58.9766,59.1047,59.0992,58.8959,58.5299,58.0454,57.4769,56.8565,56.2162,55.5779,54.9577,54.3716,53.8394,53.3832,53.0061,52.6934,52.4284,52.1975,51.9905,51.8016,51.6307,51.4815,51.3597,51.2738,51.2357,51.2491,51.3050,51.3929,51.5044,51.6338,51.7793,51.9447,52.1375,52.3687,52.6532,53.0116,53.4537,53.9668,54.5314,55.1294,55.7427,56.3501,56.9243,57.4403,57.8673,58.1677,58.2704,58.2188,58.0863,57.8965,57.6658,57.4053,57.1148,56.7772,56.3648,55.8502,55.1768,54.3425,53.3050,51.9684,50.5938,49.3857,48.3732,47.5556,46.8747,46.2573,45.6490,44.9883,44.2494,43.4281,42.5192,41.5560,40.5540,39.4755,38.3223,37.0874,35.7004,34.3819,33.2862,32.4367,31.8049,31.3416,30.9966,30.7244,30.4845,30.2416,29.9652,29.6499,29.2660,28.7619,28.0217,26.8328,25.1114,22.7039,19.4540
61.620000,13.3935,18.2124,21.8319,24.4183,26.1954,27.3078,27.9569,28.4061,28.7582,29.0599,29.3269,29.5659,29.7879,29.9958,30.1975,30.3938,30.5799,30.7574,30.9360,31.1386,31.3702,31.6653,32.0457,32.5511,33.2034,33.9558,34.7348,35.5189,36.3014,37.0761,37.8457,38.6078,39.3586,40.0876,40.7845,41.4411,42.0832,42.7485,43.4910,44.3708,45.4593,46.8698,48.5020,50.1301,51.7098,53.2031,54.5332,55.6860,56.6520,57.4412,58.0877,58.6227,59.0702,59.4502,59.7799,60.0718,60.3411,60.5869,60.8048,60.9831,61.1273,61.1303,60.9271,60.5534,60.0553,59.4691,58.8285,58.1667,57.5064,56.8645,56.2575,55.7063,55.2337,54.8430,54.5192,54.2448,54.0056,53.7909,53.5947,53.4170,53.2613,53.1340,53.0438,53.0032,53.0156,53.0722,53.1618,53.2757,53.4079,53.5566,53.7255,53.9227,54.1595,54.4515,54.8199,55.2750,55.8035,56.3853,57.0014,57.6329,58.2582,58.8481,59.3773,59.8140,60.1181,60.2162,60.1544,60.0072,59.7993,59.5453,59.2535,58.9178,58.5165,58.0149,57.3784,56.5511,55.5129,54.2734,52.8282,51.4720,50.3811,49.4690,48.6943,48.0038,47.3382,46.6434,45.8754,45.0168,44.0918,43.1101,42.0769,41.0011,39.8348,38.5626,37.2313,35.8449,34.6273,33.7036,32.9974,32.4627,32.0621,31.7530,31.4921,31.2386,30.9645,30.6493,30.2957,29.8794,29.3481,28.5838,27.3662,25.6026,23.1460,19.8284
62.620000,13.6029,18.4833,22.1594,24.7792,26.5748,27.6954,28.3449,28.7890,29.1321,29.4201,29.6742,29.9024,30.1168,30.3229,30.5290,30.7360,30.9385,31.1332,31.3207,31.5149,31.7314,31.9911,32.3084,32.7276,33.2670,33.9285,34.7014,35.5356,36.3515,37.1377,37.9105,38.6807,39.4503,40.2124,40.9580,41.6782,42.3729,43.0610,43.7773,44.5721,45.5298,46.7325,48.1740,49.8140,51.5365,53.1495,54.6109,55.9337,57.0763,58.0360,58.8251,59.4717,60.0131,60.4687,60.8560,61.1910,61.4949,61.7670,62.0072,62.2045,62.3646,62.3785,62.1800,61.8054,61.3022,60.7076,60.0563,59.3828,58.7102,58.0557,57.4366,56.8740,56.3917,55.9930,55.6626,55.3824,55.1381,54.9185,54.7177,54.5352,54.3753,54.2441,54.1508,54.1080,54.1193,54.1757,54.2655,54.3800,54.5130,54.6626,54.8325,55.0311,55.2701,55.5652,55.9384,56.3999,56.9362,57.5266,58.1517,58.7921,59.4254,60.0222,60.5562,60.9947,61.2964,61.3871,61.3137,61.1505,60.9227,60.6417,60.3116,59.9198,59.4376,58.8184,58.0211,57.0383,55.7839,54.3555,52.9553,51.7224,50.7270,49.8874,49.1371,48.4199,47.6806,46.8814,46.0120,45.0558,44.0536,43.0229,41.9238,40.7519,39.5081,38.1459,36.7739,35.5278,34.4963,33.7278,33.1482,32.7058,32.3606,32.0758,31.8114,31.5324,31.2222,30.8730,30.4914,30.0517,29.5009,28.7222,27.4930,25.7169,23.2472,19.9015
63.620000,13.7425,18.6586,22.3624,24.9971,26.8000,27.9209,28.5663,29.0042,29.3366,29.6104,29.8495,30.0620,30.2633,30.4609,30.6646,30.8755,31.0879,31.2970,31.4978,31.6938,31.9024,32.1344,32.4072,32.7559,33.2041,33.7721,34.4794,35.3096,36.1577,36.9622,37.7303,38.4969,39.2698,40.0467,40.8227,41.5852,42.3267,43.0518,43.7736,44.5272,45.3863,46.4251,47.6851,49.2106,50.9504,52.6750,54.2594,55.6966,56.9786,58.1122,59.0728,59.8647,60.5221,61.0696,61.5294,61.9252,62.2736,62.5778,62.8424,63.0605,63.2379,63.2653,63.0751,62.7040,62.2007,61.6028,60.9462,60.2664,59.5867,58.9245,58.2978,57.7283,57.2400,56.8363,56.5017,56.2182,55.9705,55.7478,55.5437,55.3583,55.1953,55.0612,54.9654,54.9210,54.9311,54.9867,55.0762,55.1904,55.3232,55.4725,55.6422,55.8408,56.0801,56.3760,56.7510,57.2153,57.7553,58.3499,58.9792,59.6235,60.2593,60.8578,61.3916,61.8271,62.1225,62.2031,62.1161,61.9348,61.6827,61.3660,60.9840,60.5170,59.9293,59.1751,58.2046,56.9924,55.5591,54.0930,52.7929,51.7039,50.7921,49.9849,49.2187,48.4448,47.6166,46.7105,45.7465,44.7275,43.6658,42.5772,41.4140,40.1333,38.7949,37.4251,36.1461,35.0796,34.2496,33.6258,33.1475,32.7742,32.4678,32.1863,31.9008,31.5898,31.2461,30.8686,30.4652,30.0089,29.4453,28.6573,27.4233,25.6470,23.1815,19.8399
64.620000,13.8640,18.8110,22.5300,25.1722,26.9771,28.0932,28.7306,29.1612,29.4838,29.7448,29.9673,30.1622,30.3469,30.5309,30.7254,30.9334,31.1495,31.3682,31.5835,31.7928,32.0004,32.2168,32.4658,32.7663,33.1440,33.6254,34.2333,35.0095,35.8661,36.6763,37.4429,38.2135,38.9838,39.7607,40.5501,41.3376,42.1182,42.8865,43.6420,44.4019,45.2094,46.1360,47.2410,48.5760,50.2173,52.0003,53.6658,55.1769,56.5936,57.9029,59.0396,60.0020,60.8003,61.4597,62.0143,62.4876,62.8913,63.2369,63.5320,63.7742,63.9715,64.0149,63.8360,63.4717,62.9715,62.3737,61.7153,61.0324,60.3486,59.6819,59.0505,58.4766,57.9845,57.5780,57.2413,56.9558,56.7064,56.4818,56.2757,56.0881,55.9230,55.7867,55.6892,55.6432,55.6522,55.7072,55.7962,55.9098,56.0420,56.1903,56.3590,56.5565,56.7950,57.0904,57.4654,57.9305,58.4719,59.0679,59.6985,60.3434,60.9790,61.5755,62.1056,62.5354,62.8216,62.8897,62.7850,62.5800,62.2954,61.9319,61.4826,60.9171,60.1848,59.2656,58.1284,56.6576,55.1316,53.7696,52.5903,51.5991,50.7359,49.9258,49.1054,48.2442,47.3231,46.3252,45.2879,44.2333,43.1136,41.9466,40.7171,39.3501,37.9426,36.6611,35.5727,34.6873,34.0192,33.5152,33.1161,32.7863,32.4911,32.1920,31.8744,31.5319,31.1620,30.7629,30.3418,29.8731,29.3008,28.5090,27.2762,25.5051,23.0510,19.7261
