X(mm),Y(mm),Velocity(mm/s)
59.874,47.799,500.000000
60.881,47.799,500.000000
61.887,47.799,500.000000
62.893,47.799,500.000000
63.899,47.799,500.000000
64.906,47.799,500.000000
65.912,47.799,500.000000
66.918,47.799,500.000000
67.925,47.799,500.000000
68.931,47.799,500.000000
69.937,47.799,500.000000
70.943,47.799,500.000000
71.950,47.799,500.000000
72.956,47.799,500.000000
73.962,47.799,500.000000
74.969,47.799,500.000000
75.975,47.799,500.000000
76.981,47.799,500.000000
77.987,47.799,500.000000
78.994,47.799,500.000000
80.000,47.799,500.000000
-80.000,46.792,500.000000
-78.994,46.792,500.000000
-77.987,46.792,500.000000
-76.981,46.792,500.000000
-75.975,46.792,500.000000
-74.969,46.792,500.000000
-73.962,46.792,500.000000
-72.956,46.792,500.000000
-71.950,46.792,500.000000
-70.943,46.792,500.000000
-69.937,46.792,500.000000
-68.931,46.792,500.000000
-67.925,46.792,500.000000
-66.918,46.792,500.000000
-65.912,46.792,500.000000
-64.906,46.792,500.000000
-63.899,46.792,500.000000
-62.893,46.792,500.000000
-61.887,46.792,500.000000
-60.881,46.792,500.000000
-59.874,46.792,6.510897
-58.868,46.792,6.555201
-57.862,46.792,151.067605
-56.855,46.792,343.441092
-55.849,46.792,6.681782
-54.843,46.792,6.721115
-53.836,46.792,6.762211
-52.830,46.792,6.810220
-51.824,46.792,6.872729
-50.818,46.792,6.959558
-49.811,46.792,7.081364
-48.805,46.792,7.246073
-47.799,46.792,7.454981
-46.792,46.792,7.703596
-45.786,46.792,7.985052
-44.780,46.792,8.291692
-43.774,46.792,8.615343
-42.767,46.792,8.947052
-41.761,46.792,9.276123
-40.755,46.792,9.588718
-39.748,46.792,9.866719
-38.742,46.792,10.087781
-37.736,46.792,10.228130
-36.730,46.792,10.269869
-35.723,46.792,10.210234
-34.717,46.792,10.063664
-33.711,46.792,9.853906
-32.704,46.792,9.605055
-31.698,46.792,9.337066
-30.692,46.792,9.064599
-29.686,46.792,8.797576
-28.679,46.792,8.542502
-27.673,46.792,8.303819
-26.667,46.792,8.084835
-25.660,46.792,7.888149
-24.654,46.792,7.715497
-23.648,46.792,7.566881
-22.642,46.792,7.439737
-21.635,46.792,7.329501
-20.629,46.792,7.231235
-19.623,46.792,7.140770
-18.616,46.792,7.055098
-17.610,46.792,6.972480
-16.604,46.792,6.892475
-15.597,46.792,6.815876
-14.591,46.792,6.744512
-13.585,46.792,6.680937
-12.579,46.792,6.628051
-11.572,46.792,6.588459
-10.566,46.792,6.563386
-9.560,46.792,6.551819
-8.553,46.792,6.550923
-7.547,46.792,6.557264
-6.541,46.792,6.567639
-5.535,46.792,6.579433
-4.528,46.792,6.590812
-3.522,46.792,6.600830
-2.516,46.792,6.609461
-1.509,46.792,6.617506
-0.503,46.792,6.626433
0.503,46.792,6.638122
1.509,46.792,6.654377
2.516,46.792,6.676121
3.522,46.792,6.702877
4.528,46.792,6.733147
5.535,46.792,6.765189
6.541,46.792,6.797515
7.547,46.792,6.829122
8.553,46.792,6.859656
9.560,46.792,6.889519
10.566,46.792,6.919915
11.572,46.792,6.952781
12.579,46.792,6.990648
13.585,46.792,7.036377
14.591,46.792,7.092556
15.597,46.792,7.160572
16.604,46.792,7.240143
17.610,46.792,7.329854
18.616,46.792,7.427989
19.623,46.792,7.532967
20.629,46.792,7.643509
21.635,46.792,7.758675
22.642,46.792,7.877798
23.648,46.792,8.000337
24.654,46.792,8.125721
25.660,46.792,8.253239
26.667,46.792,8.382047
27.673,46.792,8.511409
28.679,46.792,8.641099
29.686,46.792,8.771517
30.692,46.792,8.903392
31.698,46.792,9.037412
32.704,46.792,9.174031
33.711,46.792,9.313377
34.717,46.792,9.455212
35.723,46.792,9.598955
36.730,46.792,9.743750
37.736,46.792,9.888587
38.742,46.792,10.032414
39.748,46.792,10.174255
40.755,46.792,10.313293
41.761,46.792,10.448945
42.767,46.792,10.580895
43.774,46.792,10.709078
44.780,46.792,10.833625
45.786,46.792,10.954796
46.792,46.792,11.072917
47.799,46.792,11.188328
48.805,46.792,11.301328
49.811,46.792,11.412149
50.818,46.792,11.520943
51.824,46.792,11.627789
52.830,46.792,11.732697
53.836,46.792,11.835632
54.843,46.792,11.936534
55.849,46.792,12.035325
56.855,46.792,345.183415
57.862,46.792,155.047091
58.868,46.792,12.317974
59.874,46.792,12.407202
60.881,46.792,500.000000
61.887,46.792,500.000000
62.893,46.792,500.000000
63.899,46.792,500.000000
64.906,46.792,500.000000
65.912,46.792,500.000000
66.918,46.792,500.000000
67.925,46.792,500.000000
68.931,46.792,500.000000
69.937,46.792,500.000000
70.943,46.792,500.000000
71.950,46.792,500.000000
72.956,46.792,500.000000
73.962,46.792,500.000000
74.969,46.792,500.000000
75.975,46.792,500.000000
76.981,46.792,500.000000
77.987,46.792,500.000000
78.994,46.792,500.000000
80.000,46.792,500.000000
-80.000,45.786,500.000000
-78.994,45.786,500.000000
-77.987,45.786,500.000000
-76.981,45.786,500.000000
-75.975,45.786,500.000000
-74.969,45.786,500.000000
-73.962,45.786,500.000000
-72.956,45.786,500.000000
-71.950,45.786,500.000000
-70.943,45.786,500.000000
-69.937,45.786,500.000000
-68.931,45.786,500.000000
-67.925,45.786,500.000000
-66.918,45.786,500.000000
-65.912,45.786,500.000000
-64.906,45.786,500.000000
-63.899,45.786,500.000000
-62.893,45.786,500.000000
-61.887,45.786,500.000000
-60.881,45.786,500.000000
-59.874,45.786,6.594880
-58.868,45.786,110.871797
-57.862,45.786,306.193966
-56.855,45.786,6.779832
-55.849,45.786,6.840456
-54.843,45.786,6.899917
-53.836,45.786,6.960074
-52.830,45.786,7.025082
-51.824,45.786,7.101688
-50.818,45.786,7.199078
-49.811,45.786,7.327382
-48.805,45.786,7.493524
-47.799,45.786,7.697885
-46.792,45.786,7.935617
-45.786,45.786,8.199596
-44.780,45.786,8.481963
-43.774,45.786,8.774516
-42.767,45.786,9.068469
-41.761,45.786,9.353711
-40.755,45.786,9.617731
-39.748,45.786,9.844639
-38.742,45.786,10.015367
-37.736,45.786,10.110287
-36.730,45.786,10.115549
-35.723,45.786,10.030612
-34.717,45.786,9.869374
-33.711,45.786,9.653295
-32.704,45.786,9.403886
-31.698,45.786,9.138944
-30.692,45.786,8.871626
-29.686,45.786,8.610913
-28.679,45.786,8.362732
-27.673,45.786,8.131148
-26.667,45.786,7.919196
-25.660,45.786,7.729229
-24.654,45.786,7.562746
-23.648,45.786,7.419619
-22.642,45.786,7.297410
-21.635,45.786,7.191894
-20.629,45.786,7.098464
-19.623,45.786,7.013144
-18.616,45.786,6.932984
-17.610,45.786,6.856199
-16.604,45.786,6.782236
-15.597,45.786,6.711728
-14.591,45.786,6.646303
-13.585,45.786,6.588291
-12.579,45.786,6.540354
-11.572,45.786,6.504876
-10.566,45.786,6.482978
-9.560,45.786,6.473775
-8.553,45.786,6.474739
-7.547,45.786,6.482739
-6.541,45.786,6.494789
-5.535,45.786,6.508388
-4.528,45.786,6.521712
-3.522,45.786,6.533747
-2.516,45.786,6.544325
-1.509,45.786,6.554048
-0.503,45.786,6.564141
0.503,45.786,6.576228
1.509,45.786,6.591883
2.516,45.786,6.611918
3.522,45.786,6.635938
4.528,45.786,6.662675
5.535,45.786,6.690654
6.541,45.786,6.718636
7.547,45.786,6.745836
8.553,45.786,6.772072
9.560,45.786,6.797877
10.566,45.786,6.824532
11.572,45.786,6.853989
12.579,45.786,6.888723
13.585,45.786,6.931465
14.591,45.786,6.984642
15.597,45.786,7.049550
16.604,45.786,7.125971
17.610,45.786,7.212635
18.616,45.786,7.307938
19.623,45.786,7.410359
20.629,45.786,7.518631
21.635,45.786,7.631806
22.642,45.786,7.749230
23.648,45.786,7.870415
24.654,45.786,7.994893
25.660,45.786,8.122103
26.667,45.786,8.251384
27.673,45.786,8.382170
28.679,45.786,8.514318
29.686,45.786,8.648198
30.692,45.786,8.784438
31.698,45.786,8.923606
32.704,45.786,9.066041
33.711,45.786,9.211754
34.717,45.786,9.360388
35.723,45.786,9.511217
36.730,45.786,9.663209
37.736,45.786,9.815147
38.742,45.786,9.965768
39.748,45.786,10.113908
40.755,45.786,10.258624
41.761,45.786,10.399278
42.767,45.786,10.535583
43.774,45.786,10.667571
44.780,45.786,10.795509
45.786,45.786,10.919812
46.792,45.786,11.040951
47.799,45.786,11.159373
48.805,45.786,11.275455
49.811,45.786,11.389468
50.818,45.786,11.501577
51.824,45.786,11.611849
52.830,45.786,11.720267
53.836,45.786,11.826758
54.843,45.786,11.931211
55.849,45.786,12.033504
56.855,45.786,12.133513
57.862,45.786,308.360032
58.868,45.786,115.344298
59.874,45.786,12.418483
60.881,45.786,500.000000
61.887,45.786,500.000000
62.893,45.786,500.000000
63.899,45.786,500.000000
64.906,45.786,500.000000
65.912,45.786,500.000000
66.918,45.786,500.000000
67.925,45.786,500.000000
68.931,45.786,500.000000
69.937,45.786,500.000000
70.943,45.786,500.000000
71.950,45.786,500.000000
72.956,45.786,500.000000
73.962,45.786,500.000000
74.969,45.786,500.000000
75.975,45.786,500.000000
76.981,45.786,500.000000
77.987,45.786,500.000000
78.994,45.786,500.000000
80.000,45.786,500.000000
-80.000,44.780,500.000000
-78.994,44.780,500.000000
-77.987,44.780,500.000000
-76.981,44.780,500.000000
-75.975,44.780,500.000000
-74.969,44.780,500.000000
-73.962,44.780,500.000000
-72.956,44.780,500.000000
-71.950,44.780,500.000000
-70.943,44.780,500.000000
-69.937,44.780,500.000000
-68.931,44.780,500.000000
-67.925,44.780,500.000000
-66.918,44.780,500.000000
-65.912,44.780,500.000000
-64.906,44.780,500.000000
-63.899,44.780,500.000000
-62.893,44.780,500.000000
-61.887,44.780,500.000000
-60.881,44.780,6.612192
-59.874,44.780,64.069388
-58.868,44.780,262.269025
-57.862,44.780,459.166021
-56.855,44.780,6.942926
-55.849,44.780,7.031453
-54.843,44.780,7.119916
-53.836,44.780,7.208871
-52.830,44.780,7.300878
-51.824,44.780,7.400923
-50.818,44.780,7.516339
-49.811,44.780,7.655079
-48.805,44.780,7.822098
-47.799,44.780,8.017033
-46.792,44.780,8.235207
-45.786,44.780,8.469968
-44.780,44.780,8.714080
-43.774,44.780,8.960073
-42.767,44.780,9.200024
-41.761,44.780,9.425239
-40.755,44.780,9.625359
-39.748,44.780,9.787693
-38.742,44.780,9.897647
-37.736,44.780,9.941075
-36.730,44.780,9.909079
-35.723,44.780,9.803040
-34.717,44.780,9.634903
-33.711,44.780,9.422106
-32.704,44.780,9.182147
-31.698,44.780,8.929736
-30.692,44.780,8.676036
-29.686,44.780,8.428907
-28.679,44.780,8.193702
-27.673,44.780,7.974197
-26.667,44.780,7.773237
-25.660,44.780,7.592956
-24.654,44.780,7.434587
-23.648,44.780,7.297885
-22.642,44.780,7.180693
-21.635,44.780,7.079405
-20.629,44.780,6.990031
-19.623,44.780,6.909033
-18.616,44.780,6.833703
-17.610,44.780,6.762330
-16.604,44.780,6.694294
-15.597,44.780,6.630046
-14.591,44.780,6.570936
-13.585,44.780,6.518948
-12.579,44.780,6.476329
-11.572,44.780,6.445038
-10.566,44.780,6.425958
-9.560,44.780,6.418351
-8.553,44.780,6.420141
-7.547,44.780,6.428685
-6.541,44.780,6.441380
-5.535,44.780,6.455967
-4.528,44.780,6.470719
-3.522,44.780,6.484585
-2.516,44.780,6.497228
-1.509,44.780,6.508972
-0.503,44.780,6.520681
0.503,44.780,6.533562
1.509,44.780,6.548796
2.516,44.780,6.566993
3.522,44.780,6.587873
4.528,44.780,6.610518
5.535,44.780,6.633863
6.541,44.780,6.657043
7.547,44.780,6.679579
8.553,44.780,6.701510
9.560,44.780,6.723499
10.566,44.780,6.746854
11.572,44.780,6.773457
12.579,44.780,6.805607
13.585,44.780,6.845745
14.591,44.780,6.895959
15.597,44.780,6.957363
16.604,44.780,7.029813
17.610,44.780,7.112267
18.616,44.780,7.203333
19.623,44.780,7.301631
20.629,44.780,7.405973
21.635,44.780,7.515454
22.642,44.780,7.629461
23.648,44.780,7.747586
24.654,44.780,7.869494
25.660,44.780,7.994827
26.667,44.780,8.123180
27.673,44.780,8.254233
28.679,44.780,8.387961
29.686,44.780,8.524684
30.692,44.780,8.664875
31.698,44.780,8.808935
32.704,44.780,8.957041
33.711,44.780,9.109067
34.717,44.780,9.264518
35.723,44.780,9.422517
36.730,44.780,9.581840
37.736,44.780,9.741031
38.742,44.780,9.898568
39.748,44.780,10.053053
40.755,44.780,10.203384
41.761,44.780,10.348871
42.767,44.780,10.489278
43.774,44.780,10.624775
44.780,44.780,10.755819
45.786,44.780,10.883019
46.792,44.780,11.007017
47.799,44.780,11.128383
48.805,44.780,11.247561
49.811,44.780,11.364854
50.818,44.780,11.480420
51.824,44.780,11.594299
52.830,44.780,11.706434
53.836,44.780,11.816703
54.843,44.780,11.924938
55.849,44.780,12.030959
56.855,44.780,12.134596
57.862,44.780,459.611546
58.868,44.780,264.951004
59.874,44.780,69.143030
60.881,44.780,12.522245
61.887,44.780,500.000000
62.893,44.780,500.000000
63.899,44.780,500.000000
64.906,44.780,500.000000
65.912,44.780,500.000000
66.918,44.780,500.000000
67.925,44.780,500.000000
68.931,44.780,500.000000
69.937,44.780,500.000000
70.943,44.780,500.000000
71.950,44.780,500.000000
72.956,44.780,500.000000
73.962,44.780,500.000000
74.969,44.780,500.000000
75.975,44.780,500.000000
76.981,44.780,500.000000
77.987,44.780,500.000000
78.994,44.780,500.000000
80.000,44.780,500.000000
-80.000,43.774,500.000000
-78.994,43.774,500.000000
-77.987,43.774,500.000000
-76.981,43.774,500.000000
-75.975,43.774,500.000000
-74.969,43.774,500.000000
-73.962,43.774,500.000000
-72.956,43.774,500.000000
-71.950,43.774,500.000000
-70.943,43.774,500.000000
-69.937,43.774,500.000000
-68.931,43.774,500.000000
-67.925,43.774,500.000000
-66.918,43.774,500.000000
-65.912,43.774,500.000000
-64.906,43.774,500.000000
-63.899,43.774,500.000000
-62.893,43.774,500.000000
-61.887,43.774,6.605293
-60.881,43.774,10.700076
-59.874,43.774,211.704678
-58.868,43.774,411.459818
-57.862,43.774,7.007110
-56.855,43.774,7.127108
-55.849,43.774,7.251482
-54.843,43.774,7.378463
-53.836,43.774,7.506935
-52.830,43.774,7.637033
-51.824,43.774,7.770691
-50.818,43.774,7.911687
-49.811,43.774,8.064342
-48.805,43.774,8.231084
-47.799,43.774,8.410856
-46.792,43.774,8.599730
-45.786,43.774,8.792530
-44.780,43.774,8.983786
-43.774,43.774,9.167840
-42.767,43.774,9.338843
-41.761,43.774,9.490479
-40.755,43.774,9.615376
-39.748,43.774,9.704783
-38.742,43.774,9.749113
-37.736,43.774,9.739768
-36.730,43.774,9.672233
-35.723,43.774,9.548910
-34.717,43.774,9.379013
-33.711,43.774,9.175357
-32.704,43.774,8.950916
-31.698,43.774,8.716916
-30.692,43.774,8.482215
-29.686,43.774,8.253365
-28.679,43.774,8.035083
-27.673,43.774,7.830863
-26.667,43.774,7.643389
-25.660,43.774,7.474619
-24.654,43.774,7.325590
-23.648,43.774,7.196043
-22.642,43.774,7.084211
-21.635,43.774,6.987180
-20.629,43.774,6.901669
-19.623,43.774,6.824678
-18.616,43.774,6.753841
-17.610,43.774,6.687607
-16.604,43.774,6.625343
-15.597,43.774,6.567319
-14.591,43.774,6.514568
-13.585,43.774,6.468651
-12.579,43.774,6.431321
-11.572,43.774,6.404051
-10.566,43.774,6.387471
-9.560,43.774,6.381007
-8.553,43.774,6.383057
-7.547,43.774,6.391522
-6.541,43.774,6.404255
-5.535,43.774,6.419319
-4.528,43.774,6.435157
-3.522,43.774,6.450713
-2.516,43.774,6.465471
-1.509,43.774,6.479422
-0.503,43.774,6.492978
0.503,43.774,6.506832
1.509,43.774,6.521700
2.516,43.774,6.537972
3.522,43.774,6.555503
4.528,43.774,6.573770
5.535,43.774,6.592182
6.541,43.774,6.610315
7.547,43.774,6.628047
8.553,43.774,6.645669
9.560,43.774,6.663963
10.566,43.774,6.684228
11.572,43.774,6.708215
12.579,43.774,6.737975
13.585,43.774,6.775591
14.591,43.774,6.822777
15.597,43.774,6.880440
16.604,43.774,6.948500
17.610,43.774,7.026129
18.616,43.774,7.112155
19.623,43.774,7.205364
20.629,43.774,7.304679
21.635,43.774,7.409275
22.642,43.774,7.518617
23.648,43.774,7.632401
24.654,43.774,7.750465
25.660,43.774,7.872698
26.667,43.774,7.998994
27.673,43.774,8.129304
28.679,43.774,8.263731
29.686,43.774,8.402545
30.692,43.774,8.546063
31.698,43.774,8.694494
32.704,43.774,8.847850
33.711,43.774,9.005857
34.717,43.774,9.167894
35.723,43.774,9.332933
36.730,43.774,9.499551
37.736,43.774,9.666017
38.742,43.774,9.830493
39.748,43.774,9.991286
40.755,43.774,10.147091
41.761,43.774,10.297161
42.767,43.774,10.441346
43.774,43.774,10.580011
44.780,43.774,10.713860
45.786,43.774,10.843746
46.792,43.774,10.970498
47.799,43.774,11.094811
48.805,43.774,11.217190
49.811,43.774,11.337941
50.818,43.774,11.457196
51.824,43.774,11.574946
52.830,43.774,11.691076
53.836,43.774,11.805401
54.843,43.774,11.917690
55.849,43.774,12.027699
56.855,43.774,12.135199
57.862,43.774,12.239995
58.868,43.774,412.438132
59.874,43.774,215.009077
60.881,43.774,16.497803
61.887,43.774,12.629038
62.893,43.774,500.000000
63.899,43.774,500.000000
64.906,43.774,500.000000
65.912,43.774,500.000000
66.918,43.774,500.000000
67.925,43.774,500.000000
68.931,43.774,500.000000
69.937,43.774,500.000000
70.943,43.774,500.000000
71.950,43.774,500.000000
72.956,43.774,500.000000
73.962,43.774,500.000000
74.969,43.774,500.000000
75.975,43.774,500.000000
76.981,43.774,500.000000
77.987,43.774,500.000000
78.994,43.774,500.000000
80.000,43.774,500.000000
-80.000,42.767,500.000000
-78.994,42.767,500.000000
-77.987,42.767,500.000000
-76.981,42.767,500.000000
-75.975,42.767,500.000000
-74.969,42.767,500.000000
-73.962,42.767,500.000000
-72.956,42.767,500.000000
-71.950,42.767,500.000000
-70.943,42.767,500.000000
-69.937,42.767,500.000000
-68.931,42.767,500.000000
-67.925,42.767,500.000000
-66.918,42.767,500.000000
-65.912,42.767,500.000000
-64.906,42.767,500.000000
-63.899,42.767,500.000000
-62.893,42.767,500.000000
-61.887,42.767,6.666589
-60.881,42.767,154.545221
-59.874,42.767,357.087324
-58.868,42.767,7.022367
-57.862,42.767,7.168526
-56.855,42.767,7.326520
-55.849,42.767,7.494323
-54.843,42.767,7.669321
-53.836,42.767,7.848423
-52.830,42.767,8.028394
-51.824,42.767,8.206466
-50.818,42.767,8.380927
-49.811,42.767,8.550953
-48.805,42.767,8.715675
-47.799,42.767,8.873432
-46.792,42.767,9.022004
-45.786,42.767,9.159191
-44.780,42.767,9.282886
-43.774,42.767,9.390857
-42.767,42.767,9.480570
-41.761,42.767,9.548951
-40.755,42.767,9.592158
-39.748,42.767,9.605595
-38.742,42.767,9.584411
-37.736,42.767,9.524637
-36.730,42.767,9.424840
-35.723,42.767,9.287475
-34.717,42.767,9.118753
-33.711,42.767,8.926976
-32.704,42.767,8.720719
-31.698,42.767,8.507737
-30.692,42.767,8.294504
-29.686,42.767,8.086159
-28.679,42.767,7.886709
-27.673,42.767,7.699323
-26.667,42.767,7.526511
-25.660,42.767,7.370103
-24.654,42.767,7.231051
-23.648,42.767,7.109192
-22.642,42.767,7.003172
-21.635,42.767,6.910733
-20.629,42.767,6.829263
-19.623,42.767,6.756303
-18.616,42.767,6.689860
-17.610,42.767,6.628591
-16.604,42.767,6.571889
-15.597,42.767,6.519862
-14.591,42.767,6.473226
-13.585,42.767,6.433105
-12.579,42.767,6.400753
-11.572,42.767,6.377196
-10.566,42.767,6.362850
-9.560,42.767,6.357293
-8.553,42.767,6.359362
-7.547,42.767,6.367483
-6.541,42.767,6.379975
-5.535,42.767,6.395255
-4.528,42.767,6.411974
-3.522,42.767,6.429105
-2.516,42.767,6.445958
-1.509,42.767,6.462161
-0.503,42.767,6.477628
0.503,42.767,6.492492
1.509,42.767,6.506996
2.516,42.767,6.521316
3.522,42.767,6.535448
4.528,42.767,6.549270
5.535,42.767,6.562684
6.541,42.767,6.575730
7.547,42.767,6.588659
8.553,42.767,6.602011
9.560,42.767,6.616673
10.566,42.767,6.633904
11.572,42.767,6.655294
12.579,42.767,6.682624
13.585,42.767,6.717634
14.591,42.767,6.761701
15.597,42.767,6.815545
16.604,42.767,6.879113
17.610,42.767,6.951737
18.616,42.767,7.032422
19.623,42.767,7.120103
20.629,42.767,7.213823
21.635,42.767,7.312856
22.642,42.767,7.416757
23.648,42.767,7.525355
24.654,42.767,7.638692
25.660,42.767,7.756934
26.667,42.767,7.880294
27.673,42.767,8.008994
28.679,42.767,8.143268
29.686,42.767,8.283345
30.692,42.767,8.429388
31.698,42.767,8.581430
32.704,42.767,8.739320
33.711,42.767,8.902663
34.717,42.767,9.070734
35.723,42.767,9.242387
36.730,42.767,9.416007
37.736,42.767,9.589567
38.742,42.767,9.760852
39.748,42.767,9.927797
40.755,42.767,10.088844
41.761,42.767,10.243177
42.767,42.767,10.390774
43.774,42.767,10.532266
44.780,42.767,10.668667
45.786,42.767,10.801108
46.792,42.767,10.930621
47.799,42.767,11.058015
48.805,42.767,11.183827
49.811,42.767,11.308343
50.818,42.767,11.431636
51.824,42.767,11.553622
52.830,42.767,11.674107
53.836,42.767,11.792830
54.843,42.767,11.909489
55.849,42.767,12.023776
56.855,42.767,12.135402
57.862,42.767,12.244120
58.868,42.767,12.349741
59.874,42.767,358.699478
60.881,42.767,158.593743
61.887,42.767,12.646592
62.893,42.767,500.000000
63.899,42.767,500.000000
64.906,42.767,500.000000
65.912,42.767,500.000000
66.918,42.767,500.000000
67.925,42.767,500.000000
68.931,42.767,500.000000
69.937,42.767,500.000000
70.943,42.767,500.000000
71.950,42.767,500.000000
72.956,42.767,500.000000
73.962,42.767,500.000000
74.969,42.767,500.000000
75.975,42.767,500.000000
76.981,42.767,500.000000
77.987,42.767,500.000000
78.994,42.767,500.000000
80.000,42.767,500.000000
-80.000,41.761,500.000000
-78.994,41.761,500.000000
-77.987,41.761,500.000000
-76.981,41.761,500.000000
-75.975,41.761,500.000000
-74.969,41.761,500.000000
-73.962,41.761,500.000000
-72.956,41.761,500.000000
-71.950,41.761,500.000000
-70.943,41.761,500.000000
-69.937,41.761,500.000000
-68.931,41.761,500.000000
-67.925,41.761,500.000000
-66.918,41.761,500.000000
-65.912,41.761,500.000000
-64.906,41.761,500.000000
-63.899,41.761,500.000000
-62.893,41.761,6.619858
-61.887,41.761,90.843230
-60.881,41.761,296.095489
-59.874,41.761,6.988900
-58.868,41.761,7.150907
-57.862,41.761,7.332541
-56.855,41.761,7.533004
-55.849,41.761,7.750538
-54.843,41.761,7.981949
-53.836,41.761,8.222072
-52.830,41.761,8.463516
-51.824,41.761,8.697180
-50.818,41.761,8.913580
-49.811,41.761,9.104616
-48.805,41.761,9.264970
-47.799,41.761,9.392691
-46.792,41.761,9.488880
-45.786,41.761,9.556522
-44.780,41.761,9.599075
-43.774,41.761,9.619418
-42.767,41.761,9.619344
-41.761,41.761,9.599491
-40.755,41.761,9.559551
-39.748,41.761,9.498626
-38.742,41.761,9.415671
-37.736,41.761,9.310019
-36.730,41.761,9.181970
-35.723,41.761,9.033282
-34.717,41.761,8.867182
-33.711,41.761,8.687907
-32.704,41.761,8.500077
-31.698,41.761,8.308260
-30.692,41.761,8.116681
-29.686,41.761,7.929085
-28.679,41.761,7.748719
-27.673,41.761,7.578371
-26.667,41.761,7.420365
-25.660,41.761,7.276439
-24.654,41.761,7.147545
-23.648,41.761,7.033681
-22.642,41.761,6.933881
-21.635,41.761,6.846441
-20.629,41.761,6.769323
-19.623,41.761,6.700555
-18.616,41.761,6.638504
-17.610,41.761,6.582042
-16.604,41.761,6.530611
-15.597,41.761,6.484193
-14.591,41.761,6.443220
-13.585,41.761,6.408417
-12.579,41.761,6.380589
-11.572,41.761,6.360381
-10.566,41.761,6.348038
-9.560,41.761,6.343272
-8.553,41.761,6.345300
-7.547,41.761,6.353016
-6.541,41.761,6.365180
-5.535,41.761,6.380561
-4.528,41.761,6.398028
-3.522,41.761,6.416598
-2.516,41.761,6.435431
-1.509,41.761,6.453807
-0.503,41.761,6.471136
0.503,41.761,6.486988
1.509,41.761,6.501135
2.516,41.761,6.513546
3.522,41.761,6.524359
4.528,41.761,6.533846
5.535,41.761,6.542401
6.541,41.761,6.550516
7.547,41.761,6.558802
8.553,41.761,6.568018
9.560,41.761,6.579131
10.566,41.761,6.593344
11.572,41.761,6.612078
12.579,41.761,6.636868
13.585,41.761,6.669160
14.591,41.761,6.710067
15.597,41.761,6.760151
16.604,41.761,6.819350
17.610,41.761,6.887087
18.616,41.761,6.962489
19.623,41.761,7.044611
20.629,41.761,7.132600
21.635,41.761,7.225822
22.642,41.761,7.323934
23.648,41.761,7.426905
24.654,41.761,7.534987
25.660,41.761,7.648639
26.667,41.761,7.768398
27.673,41.761,7.894754
28.679,41.761,8.028069
29.686,41.761,8.168536
30.692,41.761,8.316174
31.698,41.761,8.470848
32.704,41.761,8.632269
33.711,41.761,8.799957
34.717,41.761,8.973131
35.723,41.761,9.150578
36.730,41.761,9.330534
37.736,41.761,9.510690
38.742,41.761,9.688412
39.748,41.761,9.861191
40.755,41.761,10.027143
41.761,41.761,10.185376
42.767,41.761,10.336044
43.774,41.761,10.480111
44.780,41.761,10.618955
45.786,41.761,10.754005
46.792,41.761,10.886484
47.799,41.761,11.017285
48.805,41.761,11.146948
49.811,41.761,11.275696
50.818,41.761,11.403512
51.824,41.761,11.530211
52.830,41.761,11.655502
53.836,41.761,11.779031
54.843,41.761,11.900423
55.849,41.761,12.019305
56.855,41.761,12.135330
57.862,41.761,12.248205
58.868,41.761,12.357704
59.874,41.761,12.463666
60.881,41.761,298.460257
61.887,41.761,95.770823
62.893,41.761,12.759282
63.899,41.761,500.000000
64.906,41.761,500.000000
65.912,41.761,500.000000
66.918,41.761,500.000000
67.925,41.761,500.000000
68.931,41.761,500.000000
69.937,41.761,500.000000
70.943,41.761,500.000000
71.950,41.761,500.000000
72.956,41.761,500.000000
73.962,41.761,500.000000
74.969,41.761,500.000000
75.975,41.761,500.000000
76.981,41.761,500.000000
77.987,41.761,500.000000
78.994,41.761,500.000000
80.000,41.761,500.000000
-80.000,40.755,500.000000
-78.994,40.755,500.000000
-77.987,40.755,500.000000
-76.981,40.755,500.000000
-75.975,40.755,500.000000
-74.969,40.755,500.000000
-73.962,40.755,500.000000
-72.956,40.755,500.000000
-71.950,40.755,500.000000
-70.943,40.755,500.000000
-69.937,40.755,500.000000
-68.931,40.755,500.000000
-67.925,40.755,500.000000
-66.918,40.755,500.000000
-65.912,40.755,500.000000
-64.906,40.755,500.000000
-63.899,40.755,6.560050
-62.893,40.755,20.661556
-61.887,40.755,228.539356
-60.881,40.755,435.301618
-59.874,40.755,7.081030
-58.868,40.755,7.272704
-57.862,40.755,7.491111
-56.855,40.755,7.736424
-55.849,40.755,8.007548
-54.843,40.755,8.301087
-53.836,40.755,8.610003
-52.830,40.755,8.922495
-51.824,40.755,9.221881
-50.818,40.755,9.488466
-49.811,40.755,9.704046
-48.805,40.755,9.857252
-47.799,40.755,9.946495
-46.792,40.755,9.978566
-45.786,40.755,9.964481
-44.780,40.755,9.915559
-43.774,40.755,9.841145
-42.767,40.755,9.747895
-41.761,40.755,9.640078
-40.755,40.755,9.520341
-39.748,40.755,9.390493
-38.742,40.755,9.252027
-37.736,40.755,9.106256
-36.730,40.755,8.954182
-35.723,40.755,8.796417
-34.717,40.755,8.633419
-33.711,40.755,8.465913
-32.704,40.755,8.295168
-31.698,40.755,8.123025
-30.692,40.755,7.951733
-29.686,40.755,7.783743
-28.679,40.755,7.621538
-27.673,40.755,7.467490
